pmid,gene1,gene2,sentence,class,details
10510472,GADD153,ETS1,Our results also demonstrate how ETS1 and FLI-1 specifically regulate GADD153 expression.,TP,potential direct influence on expression
10510472,ETS1,GADD153,Regulation of the human stress response gene GADD153 expression: role of ETS1 and FLI-1 gene products.,TP,potential direct influence on expression
10510472,GADD153,ETS1,"The ETS1 and FLI-1 proteins provide a novel mechanism of activation for GADD153, allowing these two ETS genes to control its expression during cell growth and differentiation, rather than in response to oxidative stress.",TP,potential direct influence on expression
10567637,nur77,JunD,This work suggests that JunD is involved in Tax-regulated TR3/nur77 expression,TP,potential direct influence on expression
10593895,NFkappaB,AP-1,"In Jurkat and HeLa cells, overexpression of CHP specifically impaired the nuclear translocation and transcriptional activity of NFAT but had no effect on AP-1 transcriptional activity and only a small (<25%) inhibitory effect on the transcriptional activity of NFkappaB.",TP,potential direct influence on expression
10713181,Blimp-1,c-myc,Transcription of the c-myc gene is repressed by Blimp-1 during B-cell differentiation.,TP,potential direct influence on expression
10918054,myc,RFX1,"These findings suggest that nuclear translocation and binding of RFX1 to the X box cause the down-regulation of myc expression, which follows acute PKC activation in undifferentiated HL-60 cells",TP,potential direct influence on expression
11034215,p53,E2F-1,Here we show that E2F-1 induces the transcription of the p53 homologue p73.,TP,potential direct influence on expression
11181509,SF-1,GATA-4,"We now report that GATA-4 differentially activates transcription of several genes expressed in the gonads that encode either steroidogenic enzymes (steroidogenic acute regulatory protein and aromatase), hormones (inhibin alpha and MÄ‚Åºllerian inhibiting substance) and a transcription factor (SF-1) known to be essential for gonadal development and function.",TP,potential direct influence on expression
11191113,p53,AhR,These findings suggest that the AhR mediated the inverse expression patterns of BRCA-1 and p53 upon exposure to B[a]P.,TP,potential direct influence on expression
11477405,c-Myc,LKLF,Forced expression of LKLF was associated with markedly decreased c-Myc expression.,TP,potential direct influence on expression
11707457,Pax6,PPARgamma,"These results suggest that PPARgamma in a ligand-dependent but DNA binding-independent manner inhibits Pax6 transcriptional activity, resulting in inhibition of glucagon gene transcription.",TP,potential direct influence on expression
11708773,HIF-1,ETS-1,These results indicate that hypoxia induces ETS-1 via the activity of HIF-1,TP,potential direct influence on expression
11726291,Hex,Sp1,"Thus, we conclude that Sp1 and Sp3 stimulate transcription of the Hex gene in both MH(1)C(1) and K562 cells.",TP,potential direct influence on expression
11726291,Hex,Sp3,"Thus, we conclude that Sp1 and Sp3 stimulate transcription of the Hex gene in both MH(1)C(1) and K562 cells.",TP,potential direct influence on expression
11814686,En2,Pax2,"The Pax2/5/8 subfamily plays a key role in specification and/or maintenance of vertebrate mid-hindbrain boundary (MHB) region by directly regulating expression of other genes, most notably En2.",TP,potential direct influence on expression
11859076,c-fos,Vav1,"In this study, we have investigated the mechanisms by which Vav1 can regulate c-fos serum response element transcriptional activity.",TP,potential direct influence on expression
12009305,RARbeta,AP-1,This indicates the necessity for sufficient cellular RARalpha and/or RARbeta in order for AP-1 activity repression to occur.,TP,potential direct influence on expression
12009305,RARbeta,AP-1,"Transient transfection of RARbeta expression vector into MKN-45 cells significantly resulted in direct repression of AP-1 activity in a receptor concentration-dependent manner, and this could be strengthened by ATRA.",TP,potential direct influence on expression
12130543,Sf1,Wt1,Our data suggest a pathway in which the products of the Wt1 and Lhx9 genes activate expression of Sf1 and thus mediate early gonadogenesis.,TP,potential direct influence on expression
12145210,NF-kappa B,JunB,"Whereas c-Jun is up-regulated by an autoregulatory process, JunB is under control of NF-kappa B.",TP,potential direct influence on expression
12150994,Smad3,c-myc,"We defined how, in the same context, Smad3 can also mediate transcriptional repression of the growth-promoting gene c-myc.",TP,potential direct influence on expression
12165517,Blimp-1,AP-1,Repression of AP-1 function: a mechanism for the regulation of Blimp-1 expression and B lymphocyte differentiation by the B cell lymphoma-6 protooncogene.,TP,potential direct influence on expression
12270142,CBFA1,TWIST,TWIST inactivation reduces CBFA1/RUNX2 expression and DNA binding to the osteocalcin promoter in osteoblasts.,TP,potential direct influence on expression
12270142,RUNX2,TWIST,TWIST inactivation reduces CBFA1/RUNX2 expression and DNA binding to the osteocalcin promoter in osteoblasts.,TP,potential direct influence on expression
12393563,IkappaB-alpha,PPAR-alpha,"First, PPAR-alpha increases IkappaB-alpha expression and thus prevents p50-NFkappaB translocation to the nucleus.",TP,potential direct influence on expression
12526101,Id,BETA2,Inhibition of BETA2/NeuroD by Id2.,TP,potential direct influence on expression
12526101,Id,NeuroD,Inhibition of BETA2/NeuroD by Id2.,TP,potential direct influence on expression
12718878,ATF3,Id1,A self-enabling TGFbeta response coupled to stress signaling: Smad engages stress response factor ATF3 for Id1 repression in epithelial cells.,TP,potential direct influence on expression
12721955,PAX6,PAX2,Four of the detected mutations affected PAX6-mediated transcriptional repression of the PAX2 promoter in a reporter assay.,TP,potential direct influence on expression
12751796,c-jun,ATF2,"In transient transfection experiments, this constitutively active ATF2 mutant stimulated c-jun, tumor necrosis factor alpha, and Fas ligand promoter activities.",TP,potential direct influence on expression
12783888,NF-kappa B,c-myc,"Here we show that the NO donor, sodium nitroprusside (SNP), rapidly represses c-myc gene transcription in a protein synthesis-independent manner in P19 embryonal carcinoma cells by inactivation of NF-kappa B.",TP,potential direct influence on expression
12789260,E2F4,p73,"Namely, in Hos p73 transcription is activated by E2F1-Rb2/p130-p300 complexes, while in HosDXR150 it is kept repressed by E2F4-Rb2/p130-HDAC1 complexes.",TP,potential direct influence on expression
12808109,Bcl-3,p53,p53 represses cyclin D1 transcription through down regulation of Bcl-3 and inducing increased association of the p52 NF-kappaB subunit with histone deacetylase 1.,TP,potential direct influence on expression
12829997,HNF-4,WT1,"In conclusion, we show that WT1 is induced by TGF-beta and down-regulates HNF-4 in liver cells.",TP,potential direct influence on expression
12832487,c-myc,GATA-1,These effects were dependent on GATA-1-mediated repression of the c-myc (Myc) proto-oncogene.,TP,potential direct influence on expression
12832487,Myc,GATA-1,These effects were dependent on GATA-1-mediated repression of the c-myc (Myc) proto-oncogene.,TP,potential direct influence on expression
12878168,PPARdelta,MyoD1,"Activation of PPARdelta by long chain fatty acids impairs the expression of the determination factor MyoD1 and alpha-actin, abolishes the development of multinucleated myotubes, and in parallel induces the expression of PPARgamma gene, a master regulator of adipogenesis.",TP,potential direct influence on expression
12878168,PPARdelta,PPARgamma,"Activation of PPARdelta by long chain fatty acids impairs the expression of the determination factor MyoD1 and alpha-actin, abolishes the development of multinucleated myotubes, and in parallel induces the expression of PPARgamma gene, a master regulator of adipogenesis.",TP,potential direct influence on expression
12879022,C/EBPalpha,c-Jun,"We, therefore, hypothesized that c-Jun expression might be elevated in AML and subsequently inactivate C/EBPalpha.",TP,potential direct influence on expression
12890672,NeuroD1,IA-1,"NeuroD1/E47 regulates the E-box element of a novel zinc finger transcription factor, IA-1, in developing nervous system.",TP,potential direct influence on expression
12894581,NF-kappa B,c-Myc,"IB-MECA treatment also induced down-modulation of the expression of NF-kappa B/p65, known to regulate the transcription of cyclin D1 and c-Myc.",TP,potential direct influence on expression
14580722,SF-1,WT1,WT1 and DAX-1 regulate SF-1-mediated human P450arom gene expression in gonadal cells.,TP,potential direct influence on expression
14614448,EGR1,p73,"For instance, DeltaNp73alpha increased the expression of EGR1 and CDC6, whereas it decreased the mRNA levels of c-MYC, cyclin A2/CCNA2, NF-kappaB1, ODC1, and RET finger protein/RFP.",TP,potential direct influence on expression
14630918,CHOP,ATF2,"Among all these transcription factors, only ATF4 and ATF2 are involved in the amino acid control of CHOP expression.",TP,potential direct influence on expression
14630918,CHOP,ATF4,"Among all these transcription factors, only ATF4 and ATF2 are involved in the amino acid control of CHOP expression.",TP,potential direct influence on expression
14630918,CHOP,ATF2,We show that inhibition of ATF2 or ATF4 expression impairs the transcriptional activation of CHOP by amino acid starvation.,TP,potential direct influence on expression
14630918,CHOP,ATF4,We show that inhibition of ATF2 or ATF4 expression impairs the transcriptional activation of CHOP by amino acid starvation.,TP,potential direct influence on expression
14732494,NEUROD1,NEUROD2,"In these assays, NEUROD1 was found to transiently transactivate NEUROD2 in trophoblast cells.",TP,potential direct influence on expression
14732494,NEUROD1,NEUROD2,NEUROD1 acts in vitro as an upstream regulator of NEUROD2 in trophoblast cells.,TP,potential direct influence on expression
14764652,ERalpha,c-myc,"Estrogen-induced transcriptional activities of both ERalpha and ERbeta and mRNA expression of estrogen-responsive genes, including pS2, c-myc, and cyclin D1, were suppressed by PP5 but enhanced by PP5 antisense oligonucleotide.",TP,potential direct influence on expression
14764652,ERbeta,c-myc,"Estrogen-induced transcriptional activities of both ERalpha and ERbeta and mRNA expression of estrogen-responsive genes, including pS2, c-myc, and cyclin D1, were suppressed by PP5 but enhanced by PP5 antisense oligonucleotide.",TP,potential direct influence on expression
15047618,pdx-1,HNF6,"The results showed that pdx-1 expression clearly enhanced the expression of the insulin 2, somatostatin, Kir6.2, glucokinase, neurogenin3, p48, Pax6, PC2, and HNF6 genes in the resulting differentiated cells.",TP,potential direct influence on expression
15062550,Hex,Pax8,Functional interaction among thyroid-specific transcription factors: Pax8 regulates the activity of Hex promoter.,TP,potential direct influence on expression
15062550,Hex,Pax8,"Indeed, by using cotransfection experiments in non-thyroidal cells, we show that increasing doses of Pax8 expression vector elicited a dose-dependent increase of the transcriptional activity of Hex promoter.",TP,potential direct influence on expression
15062550,Hex,Pax8,"Therefore, we tested whether Pax8 regulates the transcriptional activity of Hex promoter.",TP,potential direct influence on expression
15292277,SHP,c-Jun,"Taken together, these works suggest that c-Jun works to activate the expression of SHP genes associated with the cascade regulation of monocytic differentiation",TP,potential direct influence on expression
15313206,E2F1,Y box binding protein,"Transcription of dbpA, a Y box binding protein, is positively regulated by E2F1: implications in hepatocarcinogenesis.",TP,potential direct influence on expression
15548700,EGR1,p53,"One of the genes up-regulated in the presence of mutant p53 was EGR1, a transcription factor implicated in growth control, apoptosis, and cancer.",TP,potential direct influence on expression
15728254,LEF-1,PITX2,beta-catenin directly interacts with PITX2 to synergistically regulate LEF-1 expression.,TP,potential direct influence on expression
15772702,HLXB9,E2F3,Downstream analysis of PI3K revealed that E2F3 may mediate activation of HLXB9.,TP,potential direct influence on expression
16003909,FoxA2,HoxB3,HoxB3 is a putative upstream regulator that enhances FoxA2 expression at the pre-differentiation stage.,TP,potential direct influence on expression
16003909,FoxA2,HoxB3,HoxB3 transfection induced FoxA2 expression transiently at the pre-differentiation stage.,TP,potential direct influence on expression
16003909,FoxA2,HoxB3,"These results suggest that HoxB3 may be a putative positive regulator of FoxA2 expression at the pre-differentiation stage, and those interactions of Fox factors and Hox factors could participate in Clara cell differentiation",TP,potential direct influence on expression
16278805,CDX2,Oct-1,The aim of this study was to access the putative involvement of OCT-1 in the induction of CDX2 expression de novo in gastric mucosa leading to the onset of IM.,TP,potential direct influence on expression
16584381,RUNX1,RUNX3,"Knockdown of RUNX3 in these cells induces RUNX1 expression and inhibits cell proliferation, directly showing that RUNX proteins can regulate B-cell growth",TP,potential direct influence on expression
16652169,CREB,Foxp3,These results suggest an expanded role for Foxp3 in regulating NF-kappaB- and CREB-dependent cellular and viral gene expression.,TP,potential direct influence on expression
16732314,BCL3,Stat3,Silencing Stat3 expression by small interfering RNA (siRNA) abrogated BCL3 expression by IL-6.,TP,potential direct influence on expression
16809346,ERalpha,FoxM1,"Consistent with this, silencing of FoxM1 expression in MCF-7 cells using small interfering RNA resulted in the almost complete abrogation of ERalpha expression.",TP,potential direct influence on expression
16809346,ERalpha,FoxM1,"Furthermore, treatment of MCF-7 cells with the MEK inhibitor U0126, which blocks ERK1/2-dependent activation of FoxM1, also repressed ERalpha expression.",TP,potential direct influence on expression
16809346,ERalpha,FoxM1,"In this study, we have identified the Forkhead transcription factor FoxM1 as a physiological regulator of estrogen receptor alpha (ERalpha) expression in breast carcinoma cells.",TP,potential direct influence on expression
16819284,c-Fos,NFATc1,"However, retrovirus-mediated overexpression of c-Fos induced the expression of NFATc1 despite the presence of tanshinone IIA and reversed the inhibitory effect of tanshinone IIA on osteoclast differentiation.",TP,potential direct influence on expression
16831953,Fra-2,NFATc1,"Furthermore, the specific inhibition of NFATc1 by siRNA increased Fra-2 expression in osteoblasts.",TP,potential direct influence on expression
16855267,NEUROG3/E47,NEUROD1,The injection of wild-type but not mutant NEUROG3 messenger RNA into xenopus embryos induced NEUROD1 expression.,TP,potential direct influence on expression
16877546,Wt1,Sox9,"The Wilms tumor gene, Wt1, is required for Sox9 expression and maintenance of tubular architecture in the developing testis.",TP,potential direct influence on expression
16887883,Peroxisome proliferator-activated receptor-gamma/NFkB,p53,Peroxisome proliferator-activated receptor-gamma activates p53 gene promoter binding to the nuclear factor-kappaB sequence in human MCF7 breast cancer cells.,TP,potential direct influence on expression
16901655,Runx2,Dlx5,"In vitro and in vivo studies have reported that multiple integrated complex path ways (such as Wnt/LRP5/beta-catenin, BMP/Smads, 1, 25-(OH)2-vitaminD3/VDR/VDRE pathway, etc.) and several regulatory proteins (such as Msx2, Dlx5, Twists, etc.) play critical roles in modulating Runx2 gene expression, activity, and the subsequent bone formation.",TP,potential direct influence on expression
16944602,Smad7,Smad2,The increase of p-Smad2 expression stimulated by TGF-beta2 was inhibited in Smad7 overexpression clone by Western blot assay.,TP,potential direct influence on expression
17132729,Smad4,c-myc,Reduct ion of Smad4 levels by RNAi knockdown also reduced c-myc expression levels and sensitized hepatocytes to cell death by serum deprivation.,TP,potential direct influence on expression
17132729,Smad4,c-myc,Smad4 cooperates with lymphoid enhancer-binding factor 1/T cell-specific factor to increase c-myc expression in the absence of TGF-beta signaling.,TP,potential direct influence on expression
17132729,lymphoid enhancer-binding factor 1,c-myc,Smad4 cooperates with lymphoid enhancer-binding factor 1/T cell-specific factor to increase c-myc expression in the absence of TGF-beta signaling.,TP,potential direct influence on expression
17202838,p53,NKX3.1,We found that NKX3.1 expression is down-regulated by over-expression of wild type (wt) p53 in prostate cancer LNCaP cells.,TP,potential direct influence on expression
17264218,p53,BLIMP1,BLIMP1 regulates cell growth through repression of p53 transcription.,TP,potential direct influence on expression
17272506,Gata3,Gfi1b,"Gfi1b represses expression of Gata3, a transcription factor whose appropriate regulation is required for survival of lymphomas and T-lymphocyte progenitors.",TP,potential direct influence on expression
17276738,CHOP,ATF4,"Furthermore, knockdown of ATF4 by RNA interference reduced CHOP and ASNS transcription in 2SD and NARP3-1 cells.",TP,potential direct influence on expression
17276738,ATF4,CHOP,"These results suggest that the presence of mtDNA mutations elicits upregulation of CHOP and ASNS genes through the elevation of ATF4 expression and its binding to the AARE and NSRE-1, respectively",TP,potential direct influence on expression
17303761,C/EBPbeta,PPARdelta,"Intriguingly, activation or knock down of endogenous PPARdelta regulated C/EBPbeta protein expression.",TP,potential direct influence on expression
17389747,ERalpha,NFATc1,"In the present study, we demonstrated that NFATc1 was involved in the transcriptional regulation of human estrogen receptor alpha (ERalpha) gene in SaOS-2 osteoblastic like cells.",TP,potential direct influence on expression
17452451,FOXO3a,Mxi1,Induction of Mxi1-SR alpha by FOXO3a contributes to repression of Myc-dependent gene expression.,TP,potential direct influence on expression
17462534,PPARgamma,c-myc,PPARgamma ligands inhibited c-myc expression.,TP,potential direct influence on expression
17466981,Lef-1,c-Myc,"In epidermal keratinocytes, c-Myc was reported to be repressed by Lef-1 and PG.",TP,potential direct influence on expression
17468179,SRF,ANF,"This finding was similar to that observed in embryos with cardiac-specific ablation of serum response factor (SRF), a direct transcriptional regulator of ANF expression.",TP,potential direct influence on expression
17560011,AhR,AML1,"Additionally, AML1-ETO protein also increased AhR expression, a ligand-activated transcription factor that mediates PAHs-induced CYP1A1 gene expression.",TP,potential direct influence on expression
17637753,E2F2,AP-1,"AP-1 blockade also led to reduced expression of E2F1 and E2F2, but not E2F4, at the mRNA and protein levels.",TP,potential direct influence on expression
17669268,CREB1,SREBP-1c,Clenbuterol inhibits SREBP-1c expression by activating CREB1.,TP,potential direct influence on expression
17705132,T-BET,Sp1,"Collectively, our results suggest that Sp1 is a positive transcriptional regulator of T-BET.",TP,potential direct influence on expression
17762884,Pitx1,p53,Depletion of endogenous hPitx1 by small interfering RNA (siRNA) in MCF-7 cells resulted in decreased basal expression of p53 and consequently of p21 and placental transforming growth factor beta (PTGF-beta).,TP,potential direct influence on expression
17762884,Pitx1,p53,"Here, we report that the human pituitary homeobox 1 (hPitx1) transcription factor increases the expression of p53 at the mRNA and protein levels in human mammary carcinoma (MCF-7) cells.",TP,potential direct influence on expression
17877160,Blimp-1,c-myc,"In contrast, c-myc expression was decreased with Blimp-1 expression down-regulated by ASODN and the cell lines differentiation was arrested.",TP,potential direct influence on expression
17913746,Ets1,c-myc,Both SPBP and TopBP1 enhanced the transcriptional activity of Ets1 on the c-myc P1P2- and matrix metalloproteinase-3 (MMP3) promoters.,TP,potential direct influence on expression
17937658,cAMP-response-element-binding protein,Sp1,Sp1 up-regulates cAMP-response-element-binding protein expression during retinoic acid-induced mucous differentiation of normal human bronchial epithelial cells.,TP,potential direct influence on expression
17980157,E2F1,LEF-1,LEF-1 activates the transcription of E2F1.,TP,potential direct influence on expression
17993506,FOXO1A,FOXC1,FOXC1 is required for cell viability and resistance to oxidative stress in the eye through the transcriptional regulation of FOXO1A.,TP,potential direct influence on expression
17993506,FOXC1,FOXO1A,"Furthermore, FOXO1A expression is reduced in cultured human trabecular meshwork (TM) cells and in the zebrafish developing eye when FOXC1 expression is knocked down by siRNAs and morpholino antisense oliognucleotides, respectively.",TP,potential direct influence on expression
18059336,SRC-3,myc,Ets-2 regulation of myc was found to be reliant on the p160 proteins SRC-1 and SRC-3.,TP,potential direct influence on expression
18079734,NR4A1,MEF2C,"MEF2C consistently inhibits expression of NR4A1/NUR77, which regulates apoptosis via BCL2 transformation.",TP,potential direct influence on expression
18079734,NUR77,MEF2C,"MEF2C consistently inhibits expression of NR4A1/NUR77, which regulates apoptosis via BCL2 transformation.",TP,potential direct influence on expression
18085637,myc,Id2,"CONCLUSIONS: Taken together, the current data suggest that Id2 commonly is overexpressed in highly proliferative T-cell lymphomas, and its expression may result from transcriptional activation of myc in these tumors.",TP,potential direct influence on expression
18195733,GATA-1,Sp3,Involvement of Sp1/Sp3 in the activation of the GATA-1 erythroid promoter in K562 cells.,TP,potential direct influence on expression
18212735,ETS-1,WT1,"On a molecular level, WT1 silencing diminished expression of the ETS-1 transcription factor.",TP,potential direct influence on expression
18231833,Tbx1,Brn4,"Furthermore, expression of Brn4 is reduced in Tbx1 null mutants, suggesting a possible genetic interaction between these genes.",TP,potential direct influence on expression
18353781,Twist,STAT3,Activation of STAT3 by interleukin-6 or expression of activated Src induced Twist expression at protein and mRNA levels.,TP,potential direct influence on expression
18353781,Twist,STAT3,Ten normal and 46 tumor specimens of breast tissues were examined for activation of STAT3 and expression of Twist.,TP,potential direct influence on expression
18393632,NANOG,SMAD 2,"Our data reveal that SMAD 2/3 signaling directly supports NANOG expression, while SMAD 1/5/8 activation moderately represses SOX2.",TP,potential direct influence on expression
18436795,Id,Smad1,"Taken together, these findings indicate an important interaction between ERK1/2 and Smad1/5 in the regulation of Id genes.",TP,potential direct influence on expression
18436795,Id,Smad1,We provide evidence for an important interaction between Smad1/5 and ERK1/2 signaling in the regulation of Id gene expression.,TP,potential direct influence on expression
18459945,SHP,HNF-6,"In this study, we have investigated the function of SHP as a putative repressor of HNF-6.",TP,potential direct influence on expression
18459945,SHP,HNF-6,Our results suggest that HNF-6 is a novel target of SHP in the regulation of gluconeogenesis,TP,potential direct influence on expression
18496767,ZBP-89,SOX18,"In this paper, for the first time, we have demonstrated that Sp3, ZBP-89 and NF-Y are involved in transcriptional regulation of the human SOX18 gene expression.",TP,potential direct influence on expression
18556654,DEC1,ID1,"Interestingly, we found that DEC1, which was recently identified as a p53 target and mediates p53-dependent cell cycle arrest and senescence, is capable of inhibiting ID1 expression.",TP,potential direct influence on expression
18583365,p73,MYCN,p73alpha isoforms drive opposite transcriptional and post-transcriptional regulation of MYCN expression in neuroblastoma cells.,TP,potential direct influence on expression
18640248,Sp1,Tbx2,Functional characterization of cis-acting elements involved in basal transcription of the human Tbx2 gene: a new insight into the role of Sp1 in transcriptional regulation.,TP,potential direct influence on expression
18641343,CREB,ATF-2,"Additionally, ATF-2 controls expression of CREB and c-Jun during T cell activation",TP,potential direct influence on expression
18687701,E1AF,E2F1,DNA damage by etoposide causes E2F1-dependent induction of E1AF expression at transcriptional level.,TP,potential direct influence on expression
18687701,E1AF,E2F1,"Here, we provided evidence the cell cycle and apoptosis regulator E2F1 induces E1AF expression at the transcriptional level.",TP,potential direct influence on expression
18701504,p53,Id2,"To confirm this, Northern blot analysis was performed and showed that the expression level of Id2 was regulated by various mutant p53s in multiple cell lines.",TP,potential direct influence on expression
18722373,c-Myc,c-Myb,Silencing c-Myc and E2F1 reduced PIK3CA/Akt and mTOR and completely abolished c-Myb and COX-2 expression in human HCC cell lines.,TP,potential direct influence on expression
18792017,Spi-B,E2-2,This might indicate that Spi-B contributes to pDC development by promoting E2-2 activity.,TP,potential direct influence on expression
18941526,Oct4/Gata-6,Nanog,The model is based upon differential equations and makes two plausible assumptions; activation of Gata-6 by Oct4 and repression of Nanog by an Oct4-Gata-6 heterodimer.,TP,potential direct influence on expression
18984668,DAX1,PBX1,"Both genes are activated by SF-1 in a dose-dependent manner in NCI-H295R cells, and, surprisingly, PBX1 is synergistically activated by SF-1 and DAX1.",TP,potential direct influence on expression
19028555,AhR,NFATc1,An AhR-activation by 10nM TCDD and HIF-1alpha activation by 5% oxygen induced activation of NFATc1.,TP,potential direct influence on expression
19050011,WT1/BASP1,c-myc,"In contrast, the repressive WT1/BASP1 occupancy of the c-myc and Bak promoters is maintained and these genes are downregulated during the differentiation process.",TP,potential direct influence on expression
19061500,MAZ,PPARgamma,Myc-associated zinc finger protein (MAZ) was identified as a transcriptional mediator of PPARgamma1 expression in these cells.,TP,potential direct influence on expression
19079342,p53,Id-1,Id-1 negatively regulated both p53 and PTEN at the transcriptional level.,TP,potential direct influence on expression
19101139,KLF6,c-myc,Functional studies confirmed that wtKLF6 suppressed proliferation of gastric cancer cells via transcriptional regulation of the cyclin-dependent kinase inhibitor p21 and the oncogene c-myc.,TP,potential direct influence on expression
19234109,SOX4,p53,"Here, we show that SOX4, a new DNA damage sensor, is required for the activation of p53 tumor suppressor in response to DNA damage.",TP,potential direct influence on expression
19244250,FOXO3,FOXO1,"Altogether, our results suggest that the expression of FOXO1 and FOXO4 genes is stimulated by FOXO3 and possibly by other FOXO factors in a positive feedback loop, which is disrupted by growth factors.",TP,potential direct influence on expression
19276163,FOXO3a,FOXM1,Gefitinib (Iressa) represses FOXM1 expression via FOXO3a in breast cancer.,TP,potential direct influence on expression
19276163,FOXO3a,FOXM1,These results suggest that gefitinib represses FOXM1 expression via FOXO3a in breast cancer.,TP,potential direct influence on expression
19277210,ARNTL,p53 tumor suppressor,A large scale shRNA barcode screen identifies the circadian clock component ARNTL as putative regulator of the p53 tumor suppressor pathway.,TP,potential direct influence on expression
19448627,p53,Slug,Downregulation of Slug by wtp53 or MDM2 enhances E-cadherin expression and represses cancer cell invasiveness.,TP,potential direct influence on expression
19503094,KLF4,ERalpha,We also showed that activation of p53 decreased the transcriptional activity of ERalpha by elevating KLF4 expression.,TP,potential direct influence on expression
19513096,SRY,SOX9,The normal role of SRY in gonadal development is the upregulation of SOX9 expression.,TP,potential direct influence on expression
19522013,NANOG,KLF4,KLF4 and PBX1 directly regulate NANOG expression in human embryonic stem cells.,TP,potential direct influence on expression
19526525,MYCN,MDM2,BACKGROUND: MDM2 is a major negative regulator of p53 function and is directly regulated by MYCN in neuroblastoma (NB) cells.,TP,potential direct influence on expression
19551868,KLF4,GPA33,"This indicates that PPARgamma activation induces KLF4 expression, which in turn increases GPA33 expression.",TP,potential direct influence on expression
19558368,RREB-1,p53,Silencing of RREB-1 significantly reduces p53 expression at both the mRNA and the protein levels.,TP,potential direct influence on expression
19558368,RREB-1,p53,"We also show that, upon exposure to genotoxic stress, RREB-1 controls apoptosis in a p53-dependent manner.",TP,potential direct influence on expression
19603429,RUNX1,RUNX3,RUNX3-mediated repression of RUNX1 in B cells.,TP,potential direct influence on expression
19620289,Cebpa,GATA-2,"Surprisingly, GATA-2 also negatively regulates the expression of crucial myeloid transcription factors, such as Sfpi1 and Cebpa.",TP,potential direct influence on expression
19684017,MYC,KLF5,In this study we investigated whether KLF5 directly regulates MYC transcription in epithelial cells in the context of TGFbeta.,TP,potential direct influence on expression
19684017,MYC,KLF5,Knockdown of KLF5 significantly reduced MYC expression in the HaCaT epidermal epithelial cells.,TP,potential direct influence on expression
19684017,MYC,KLF5,Opposing effects of KLF5 on the transcription of MYC in epithelial proliferation in the context of transforming growth factor beta.,TP,potential direct influence on expression
19749794,FoxM1,p53,"In this study we show that p53 is required for the downregulation of FoxM1, an essential transcription factor that regulates many G2/M-specific genes and is overexpressed in a multitude of solid tumors.",TP,potential direct influence on expression
19795349,SOX9,CDX2,"In the intestine, Wnt signaling represses the expression of the tumor suppressor gene CDX2 via SOX9, a transcription factor, which is also expressed in the choroid plexus.",TP,potential direct influence on expression
19798702,smad3,Id-1,"However, the suppression of Id-1 by TGF-beta1 was recovered by smad3 siRNA but not smad2 or p38 MAPK siRNA.",TP,potential direct influence on expression
19798702,smad3,Id-1,Transforming growth factor-beta suppressed Id-1 Expression in a smad3-dependent manner in LoVo cells.,TP,potential direct influence on expression
19800021,C/EBPdelta,NF-kappaB,"Taken together, these results suggest a potentially crucial role for NF-kappaB in the IL-1-induced expression of C/EBPdelta, and thereby downstream APP genes regulated by this transcription factor",TP,potential direct influence on expression
19806201,c-Jun,Bcl-3,"Hypo-phosphorylated c-Jun accumulated to high levels following JNK2 silencing, auto-regulated its own expression and suppressed expression of Bcl-3, an unusual IkappaB protein and regulator of NFkappaB.",TP,potential direct influence on expression
19825993,p53,STAT3,We further observed that p53 knockdown induced the downregulation of STAT3 protein.,TP,potential direct influence on expression
19875885,Sry,Sox9,"Initially, Sry with other factors upregulates Sox9 expression in XY individuals.",TP,potential direct influence on expression
19922526,GADD153,ATF-4,CONCLUSION: Our results demonstrate the involvement of oxygen-dependent proteasomal degradation of ATF-4 in the hypoxia-induced expression of GADD153.,TP,potential direct influence on expression
19924301,VDR,TCF-4,"Furthermore, we show 1,25(OH)2D3 increases TCF-4 at the RNA and protein levels in several human colorectal cancer cell lines, the effect of which is completely dependent on the VDR.",TP,potential direct influence on expression
19930465,CREB,p53,"Taken together, our present findings suggest that p53 is transcriptionally regulated by CREB/phospho-AMPKalpha complex and thereby contributing to the induction of apoptosis under carbon source depletion.",TP,potential direct influence on expression
19930465,cAMP-responsive element-binding protein,p53,Transcriptional regulation of tumor suppressor p53 by cAMP-responsive element-binding protein/AMP-activated protein kinase complex in response to glucose deprivation.,TP,potential direct influence on expression
20074681,GLI1,SOX14,"Further, we have shown that human SOX14 expression is GLI1 dependent in U87MG cells and SHH-N dependent in U87MG and HepG2 cell lines.",TP,potential direct influence on expression
20136501,HIF-1alpha,FOXO4,FOXO4 induces human plasminogen activator inhibitor-1 gene expression via an indirect mechanism by modulating HIF-1alpha and CREB levels.,TP,potential direct influence on expression
20175750,Gli1,SHP,In the present study we identified SHP (small heterodimer partner) as a nuclear receptor that decreased the expression of Gli target genes by repressing the transcriptional activity of Gli1.,TP,potential direct influence on expression
20175750,Gli1,small heterodimer partner,In the present study we identified SHP (small heterodimer partner) as a nuclear receptor that decreased the expression of Gli target genes by repressing the transcriptional activity of Gli1.,TP,potential direct influence on expression
20208560,FOXM1,ERalpha,Depletion of ERalpha by RNA interference (RNAi) in MCF-7 cells downregulated FOXM1 expression.,TP,potential direct influence on expression
20208560,ERalpha,FOXM1,"In this study, we investigated the regulation of FOXM1 expression by estrogen receptor alpha (ERalpha) and its role in hormonal therapy and endocrine resistance.",TP,potential direct influence on expression
