pmid,gene1,gene2,sentence,class,details,gene1_char_start,gene1_char_end,gene2_char_start,gene2_char_end
18687701,E1AF,E2F1,"Here, we provided evidence the cell cycle and apoptosis regulator E2F1 induces E1AF expression at the transcriptional level.",TP,potential direct influence on expression,79,83,66,70
18701504,p53,Id2,"To confirm this, Northern blot analysis was performed and showed that the expression level of Id2 was regulated by various mutant p53s in multiple cell lines.",TP,potential direct influence on expression,130,133,94,97
18722373,c-Myc,c-Myb,Silencing c-Myc and E2F1 reduced PIK3CA/Akt and mTOR and completely abolished c-Myb and COX-2 expression in human HCC cell lines.,TP,potential direct influence on expression,10,15,78,83
18792017,Spi-B,E2-2,This might indicate that Spi-B contributes to pDC development by promoting E2-2 activity.,TP,potential direct influence on expression,25,30,75,79
18941526,Oct4/Gata-6,Nanog,The model is based upon differential equations and makes two plausible assumptions; activation of Gata-6 by Oct4 and repression of Nanog by an Oct4-Gata-6 heterodimer.,TP,potential direct influence on expression,143,154,131,136
18984668,DAX1,PBX1,"Both genes are activated by SF-1 in a dose-dependent manner in NCI-H295R cells, and, surprisingly, PBX1 is synergistically activated by SF-1 and DAX1.",TP,potential direct influence on expression,145,149,99,103
19028555,AhR,NFATc1,An AhR-activation by 10nM TCDD and HIF-1alpha activation by 5% oxygen induced activation of NFATc1.,TP,potential direct influence on expression,3,6,92,98
19050011,WT1/BASP1,c-myc,"In contrast, the repressive WT1/BASP1 occupancy of the c-myc and Bak promoters is maintained and these genes are downregulated during the differentiation process.",TP,potential direct influence on expression,28,37,55,60
19061500,MAZ,PPARgamma,Myc-associated zinc finger protein (MAZ) was identified as a transcriptional mediator of PPARgamma1 expression in these cells.,TP,potential direct influence on expression,36,39,89,98
19079342,p53,Id-1,Id-1 negatively regulated both p53 and PTEN at the transcriptional level.,TP,potential direct influence on expression,31,34,0,4
19101139,KLF6,c-myc,Functional studies confirmed that wtKLF6 suppressed proliferation of gastric cancer cells via transcriptional regulation of the cyclin-dependent kinase inhibitor p21 and the oncogene c-myc.,TP,potential direct influence on expression,36,40,183,188
19234109,SOX4,p53,"Here, we show that SOX4, a new DNA damage sensor, is required for the activation of p53 tumor suppressor in response to DNA damage.",TP,potential direct influence on expression,19,23,84,87
19244250,FOXO3,FOXO1,"Altogether, our results suggest that the expression of FOXO1 and FOXO4 genes is stimulated by FOXO3 and possibly by other FOXO factors in a positive feedback loop, which is disrupted by growth factors.",TP,potential direct influence on expression,94,99,55,60
19276163,FOXO3a,FOXM1,Gefitinib (Iressa) represses FOXM1 expression via FOXO3a in breast cancer.,TP,potential direct influence on expression,50,56,29,34
19276163,FOXO3a,FOXM1,These results suggest that gefitinib represses FOXM1 expression via FOXO3a in breast cancer.,TP,potential direct influence on expression,68,74,47,52
19277210,ARNTL,p53 tumor suppressor,A large scale shRNA barcode screen identifies the circadian clock component ARNTL as putative regulator of the p53 tumor suppressor pathway.,TP,potential direct influence on expression,76,81,111,131
19448627,p53,Slug,Downregulation of Slug by wtp53 or MDM2 enhances E-cadherin expression and represses cancer cell invasiveness.,TP,potential direct influence on expression,28,31,18,22
19503094,KLF4,ERalpha,We also showed that activation of p53 decreased the transcriptional activity of ERalpha by elevating KLF4 expression.,TP,potential direct influence on expression,101,105,80,87
19513096,SRY,SOX9,The normal role of SRY in gonadal development is the upregulation of SOX9 expression.,TP,potential direct influence on expression,19,22,69,73
19522013,NANOG,KLF4,KLF4 and PBX1 directly regulate NANOG expression in human embryonic stem cells.,TP,potential direct influence on expression,32,37,0,4
19526525,MYCN,MDM2,BACKGROUND: MDM2 is a major negative regulator of p53 function and is directly regulated by MYCN in neuroblastoma (NB) cells.,TP,potential direct influence on expression,92,96,12,16
19551868,KLF4,GPA33,"This indicates that PPARgamma activation induces KLF4 expression, which in turn increases GPA33 expression.",TP,potential direct influence on expression,49,53,90,95
19558368,RREB-1,p53,Silencing of RREB-1 significantly reduces p53 expression at both the mRNA and the protein levels.,TP,potential direct influence on expression,13,19,42,45
19558368,RREB-1,p53,"We also show that, upon exposure to genotoxic stress, RREB-1 controls apoptosis in a p53-dependent manner.",TP,potential direct influence on expression,54,60,85,88
19603429,RUNX1,RUNX3,RUNX3-mediated repression of RUNX1 in B cells.,TP,potential direct influence on expression,29,34,0,5
19620289,Cebpa,GATA-2,"Surprisingly, GATA-2 also negatively regulates the expression of crucial myeloid transcription factors, such as Sfpi1 and Cebpa.",TP,potential direct influence on expression,122,127,14,20
19684017,MYC,KLF5,In this study we investigated whether KLF5 directly regulates MYC transcription in epithelial cells in the context of TGFbeta.,TP,potential direct influence on expression,62,65,38,42
19684017,MYC,KLF5,Knockdown of KLF5 significantly reduced MYC expression in the HaCaT epidermal epithelial cells.,TP,potential direct influence on expression,40,43,13,17
19684017,MYC,KLF5,Opposing effects of KLF5 on the transcription of MYC in epithelial proliferation in the context of transforming growth factor beta.,TP,potential direct influence on expression,49,52,20,24
19749794,FoxM1,p53,"In this study we show that p53 is required for the downregulation of FoxM1, an essential transcription factor that regulates many G2/M-specific genes and is overexpressed in a multitude of solid tumors.",TP,potential direct influence on expression,69,74,27,30
19795349,SOX9,CDX2,"In the intestine, Wnt signaling represses the expression of the tumor suppressor gene CDX2 via SOX9, a transcription factor, which is also expressed in the choroid plexus.",TP,potential direct influence on expression,95,99,86,90
19798702,smad3,Id-1,"However, the suppression of Id-1 by TGF-beta1 was recovered by smad3 siRNA but not smad2 or p38 MAPK siRNA.",TP,potential direct influence on expression,63,68,28,32
19798702,smad3,Id-1,Transforming growth factor-beta suppressed Id-1 Expression in a smad3-dependent manner in LoVo cells.,TP,potential direct influence on expression,64,69,43,47
19800021,C/EBPdelta,NF-kappaB,"Taken together, these results suggest a potentially crucial role for NF-kappaB in the IL-1-induced expression of C/EBPdelta, and thereby downstream APP genes regulated by this transcription factor",TP,potential direct influence on expression,113,123,69,78
19806201,c-Jun,Bcl-3,"Hypo-phosphorylated c-Jun accumulated to high levels following JNK2 silencing, auto-regulated its own expression and suppressed expression of Bcl-3, an unusual IkappaB protein and regulator of NFkappaB.",TP,potential direct influence on expression,20,25,142,147
19825993,p53,STAT3,We further observed that p53 knockdown induced the downregulation of STAT3 protein.,TP,potential direct influence on expression,25,28,69,74
19875885,Sry,Sox9,"Initially, Sry with other factors upregulates Sox9 expression in XY individuals.",TP,potential direct influence on expression,11,14,46,50
19922526,GADD153,ATF-4,CONCLUSION: Our results demonstrate the involvement of oxygen-dependent proteasomal degradation of ATF-4 in the hypoxia-induced expression of GADD153.,TP,potential direct influence on expression,142,149,99,104
19924301,VDR,TCF-4,"Furthermore, we show 1,25(OH)2D3 increases TCF-4 at the RNA and protein levels in several human colorectal cancer cell lines, the effect of which is completely dependent on the VDR.",TP,potential direct influence on expression,177,180,43,48
19930465,CREB,p53,"Taken together, our present findings suggest that p53 is transcriptionally regulated by CREB/phospho-AMPKalpha complex and thereby contributing to the induction of apoptosis under carbon source depletion.",TP,potential direct influence on expression,88,92,50,53
19930465,cAMP-responsive element-binding protein,p53,Transcriptional regulation of tumor suppressor p53 by cAMP-responsive element-binding protein/AMP-activated protein kinase complex in response to glucose deprivation.,TP,potential direct influence on expression,54,93,47,50
20074681,GLI1,SOX14,"Further, we have shown that human SOX14 expression is GLI1 dependent in U87MG cells and SHH-N dependent in U87MG and HepG2 cell lines.",TP,potential direct influence on expression,54,58,34,39
20136501,HIF-1alpha,FOXO4,FOXO4 induces human plasminogen activator inhibitor-1 gene expression via an indirect mechanism by modulating HIF-1alpha and CREB levels.,TP,potential direct influence on expression,110,120,0,5
20175750,Gli1,SHP,In the present study we identified SHP (small heterodimer partner) as a nuclear receptor that decreased the expression of Gli target genes by repressing the transcriptional activity of Gli1.,TP,potential direct influence on expression,185,189,35,38
20175750,Gli1,small heterodimer partner,In the present study we identified SHP (small heterodimer partner) as a nuclear receptor that decreased the expression of Gli target genes by repressing the transcriptional activity of Gli1.,TP,potential direct influence on expression,185,189,40,65
20208560,FOXM1,ERalpha,Depletion of ERalpha by RNA interference (RNAi) in MCF-7 cells downregulated FOXM1 expression.,TP,potential direct influence on expression,77,82,13,20
20208560,ERalpha,FOXM1,"In this study, we investigated the regulation of FOXM1 expression by estrogen receptor alpha (ERalpha) and its role in hormonal therapy and endocrine resistance.",TP,potential direct influence on expression,94,101,49,54
20404562,HIF-1,c-Myc,"In addition, our own results show that under normoxic conditions oncogenic c-Myc is required for constitutive high HIF-1 protein levels and activity in Multiple Myeloma (MM) cells, thereby influencing VEGF secretion and angiogenic activity within the bone marrow microenvironment.",TP,potential direct influence on expression,115,120,75,80
20426839,C/EBPalpha,Myc,"A number of tumor suppressor genes are targets of Myc transcriptional repression including C/EBPalpha, p15INK4, p21CIP1, p27KIP1 and p57KIP2.",TP,potential direct influence on expression,91,101,50,53
20426839,C/EBPdelta,Myc,Miz1 and Max siRNA treatments attenuate Myc repression of endogenous C/EBPdelta expression.,TP,potential direct influence on expression,69,79,40,43
20426839,C/EBPdelta,Myc,This study investigated the mechanisms underlying Myc repression of C/EBPdelta expression.,TP,potential direct influence on expression,68,78,50,53
20442291,RUNX3,c-Myc,c-Myc oncogene was found to be downregulated by BMP and/or RUNX3.,TP,potential direct influence on expression,59,64,0,5
20442291,c-Myc,RUNX3,We show that upregulation of RUNX3 by BMP reduces c-Myc expression.,TP,potential direct influence on expression,50,55,29,34
20501593,ERalpha,FOXA1,FOXA1 is an essential determinant of ERalpha expression and mammary ductal morphogenesis.,TP,potential direct influence on expression,37,44,0,5
20501593,ERalpha,FOXA1,"Using breast cancer cell lines, we also demonstrate that FOXA1 regulates ERalpha expression, but not GATA3.",TP,potential direct influence on expression,73,80,57,62
20622260,c-Myb,Slug,Expression of Slug is regulated by c-Myb and is required for invasion and bone marrow homing of cancer cells of different origin.,TP,potential direct influence on expression,35,40,14,18
20637099,Cdx-2,Oct-1,Hydrogen peroxide stimulates nuclear import of the POU homeodomain protein Oct-1 and its repressive effect on the expression of Cdx-2.,TP,potential direct influence on expression,128,133,75,80
19075931,C/EBPbeta,p53,We conclude from these findings that C/EBPbeta-2 plays a central role in regulating p53 transcription during the transition into S-phase.,TP,potential direct influence on expression,37,46,84,87
7937841,B-myb,p53,"p53-dependent G1 arrest is accompanied by decreased expression of the B-myb gene, a relative of the c-myb cellular oncogene.",NN,indirect interaction,70,75,0,3
9500466,c-fos,Ets2,"We have also demonstrated that the expression of this Ets2 mutant is capable of interrupting the CSF-1R-regulated intracellular signaling pathways by inhibiting CSF-1-induced c-myc, c-fos, and c-jun expression in BT20 cells.",NN,indirect interaction,182,187,54,58
12191966,PPAR,IkappaBalpha,"In keeping with such an antiinflammatory role, it was found that several PPAR agonists, including Wy14,643, clofibrate, carbaprostacyclin, and ciglitazone inhibited NF-kappaB activity and increased IkappaBalpha levels in cytokine-stimulated mesangial cells (MC).",NN,indirect interaction,73,77,198,210
15897893,AhR,c-jun,Induction of c-jun depends on activation of p38-mitogen-activated protein kinase (MAPK) by an AhR-dependent mechanism.,NN,indirect interaction,94,97,13,18
18688264,PPARgamma,FOXA1,FOXA1 and IRF-1 intermediary transcriptional regulators of PPARgamma-induced urothelial cytodifferentiation.,NN,indirect interaction,59,68,0,5
18688264,PPARgamma,IRF-1,FOXA1 and IRF-1 intermediary transcriptional regulators of PPARgamma-induced urothelial cytodifferentiation.,NN,indirect interaction,59,68,10,15
19414075,RUNX2,NF-kappaB,"The IKK2/NF-kappaB-induced BMP-2 up-regulation results in the enhancement of RUNX2 and Osterix expression, two critical regulators of the osteogenic differentiation program.",NN,indirect interaction,77,82,9,18
2068146,c-myc,N-myc,Antisense inhibition of N-myc reduces cell growth but does not affect c-myc expression in the neuroepithelioma cell line CHP100.,FP,negative statement,70,75,24,29
7731722,max,c-myc,"While the expression of c-myc is extensively regulated, no major changes in max expression have been reported so far with respect to differentiation.",FP,negative statement,76,79,24,29
9341107,heat shock factor 2,c-fos,This property was specific for heat shock factor 1; c-fos repression was not seen with the structurally related protein heat shock factor 2.,FP,negative statement,120,139,52,57
11026560,PGA1,AP-1,"Interestingly, so far as PGA, is present in the medium, AP-1-mediated transcription enhanced by PGA1 cannot be detected by the standard luciferase reporter gene assay.",FP,negative statement,96,100,56,60
12060345,p53,HIF-1alpha,No correlation was found between the presence of HIF-1alpha protein and immunohistochemical expression of p53 protein.,FP,negative statement,106,109,49,59
12923324,p53,TTF-1,"In NSCLC, TTF-1 expression was inversely correlated with Ki-67 proliferative activity and independent of p53 overexpression.",FP,negative statement,105,108,10,15
12966428,ATF1,Mitf,"Surprisingly, however, the Mitf-M promoter is not activated by EWS/ATF1 in transient assays employing CCS cells, melanocytes or nonmelanocytic cells.",FP,negative statement,67,71,27,31
14645496,NGFIB,NURR1,KN93 partially inhibited the effect of Ang II on NURR1 mRNA levels but did not modify the effect on expression of NGFIB.,FP,negative statement,114,119,49,54
14662774,PPARgamma,EGR-1,"Our results suggest that EGR-1 induction is a unique property of TGZ, but is independent of PPARgamma activation.",FP,negative statement,92,101,25,30
14963412,p53,ZBP-89,ZBP-89-induced apoptosis is p53-independent and requires JNK.,FP,negative statement,28,31,0,6
17669268,CREB1,SREBP-1c,"In the present study, we treated 293T and L-02 cells with clenbuterol and found that clenbuterol downregulates SREBP-1c expression and upregulates CREB1 expression.",FP,negative statement,147,152,111,119
18583320,CREB,DAX-1,"Herein we report that PGE(2)-induced StAR expression is independent of the transcriptional suppressor DAX-1 but is regulated by the transcriptional activator cyclic adenosine 3',5'-monophosphate (cAMP) response element-binding protein (CREB).",FP,negative statement,236,240,102,107
18959602,MetS,PPARG,CONCLUSIONS: Our data do not support a major role for the Pro12Ala variant of the PPARG gene in MetS and its individual components.,FP,negative statement,96,100,82,87
19797124,ERalpha,Foxl2,"We show that Foxl2 has no effect on classical ERalpha-mediated transcription, which occurs through canonical estrogen response elements.",FP,negative statement,46,53,13,18
20562914,c-Fos,c-Rel,The inability of c-Rel to induce the expression of c-Fos and c-Jun contributes to its weaker oncogenic potential relative to v-Rel.,FP,negative statement,51,56,17,22
1497659,c-Myb,c-myc,"Surprisingly, deletion of the six Myb-binding sites did not influence the transactivation of c-myc by c-Myb protein.",TP,binding to regulatory DNA-region/potential direct influence on expression,102,107,93,98
1594249,B-myb,c-myc,Transcriptional activation of the c-myc gene by the c-myb and B-myb gene products.,TP,binding to regulatory DNA-region/potential direct influence on expression,62,67,34,39
1679531,Myb,c-myc,This result suggests that the Myb protein could participate in regulation of human c-myc gene expression,TP,binding to regulatory DNA-region/potential direct influence on expression,30,33,83,88
2524598,transcription factor E2f,E2A,The cellular transcription factor E2f requires viral E1A and E4 gene products for increased DNA-binding activity and functions to stimulate adenovirus E2A gene expression.,TP,binding to regulatory DNA-region/potential direct influence on expression,13,37,151,154
7579440,IRF-1,p53,"Possible IRF-1 binding sequence elements have been located in the promoter regions of several genes, including p53, inducible nitric oxide synthase, and cyclin D1.",TP,binding to regulatory DNA-region/potential direct influence on expression,9,14,111,114
7585606,WT1,c-myc,Regulation of the proto-oncogenes bcl-2 and c-myc by the Wilms' tumor suppressor gene WT1.,TP,binding to regulatory DNA-region/potential direct influence on expression,86,89,44,49
7585606,WT1,c-myc,We found that WT1 can repress transcription of both the bcl-2 and c-myc promoters.,TP,binding to regulatory DNA-region/potential direct influence on expression,14,17,66,71
7838532,C-Myb,PAX6,C-Myb acts as transcriptional activator of the quail PAX6 (PAX-QNR) promoter through two different mechanisms.,TP,binding to regulatory DNA-region/potential direct influence on expression,0,5,53,57
7838532,c-myb,pax-6,These observations suggest that the c-myb protein may be a regulator of Pax-QNR/pax-6.,TP,binding to regulatory DNA-region/potential direct influence on expression,36,41,80,85
7969136,c-myc,NF-kappa B,NF-kappa B sites function as positive regulators of expression of the translocated c-myc allele in Burkitt's lymphoma.,TP,binding to regulatory DNA-region/potential direct influence on expression,83,88,0,10
7969136,c-myc,NF-kappa B,We conclude that the two NF-kappa B sites function as positive regulatory regions for the translocated c-myc gene in Burkitt's lymphoma,TP,binding to regulatory DNA-region/potential direct influence on expression,103,108,25,35
8603382,MXI1,c-myc,"The MXI1 gene, located at 10q24-q25, may serve to negatively regulate c-myc oncogene activity, and potentially has tumor suppressor function.",TP,binding to regulatory DNA-region/potential direct influence on expression,4,8,70,75
8603382,c-myc,MXI1,"The MXI1 gene, located at 10q24-q25, may serve to negatively regulate c-myc oncogene activity, and potentially has tumor suppressor function.",TP,binding to regulatory DNA-region/potential direct influence on expression,70,75,4,8
8625321,IRF-2,IRF-1,The transcriptional activator IFN regulatory factor 1 (IRF-1) and its antagonistic repressor IRF-2 are regulators of the IFN system.,TP,binding to regulatory DNA-region/potential direct influence on expression,93,98,55,60
9054665,IRF-1,IRF-2,"In addition, IRF-1 activates the expression of IRF-2, a negative regulator of the type I interferon genes themselves.",TP,binding to regulatory DNA-region/potential direct influence on expression,13,18,47,52
9178912,CUTL1,c-Myc,"The human Cut-like homeobox gene, CUTL1, is one of the genes localized to 7q22 and it was shown previously to encode a transcriptional repressor that down-modulates the expression of c-Myc.",TP,binding to regulatory DNA-region/potential direct influence on expression,34,39,183,188
9336467,NFkappaB,IRF-1,The GAS/kappaB element may mediate synergistic transcriptional induction of IRF-1 by other pairs of ligands that together activate NFkappaB and STAT family members.,TP,binding to regulatory DNA-region/potential direct influence on expression,131,139,76,81
9531608,WT1,Stat3,"These results demonstrated that WT1 expression competed with the differentiation-inducing signal mediated by G-CSFR and constitutively activated Stat3, resulting in the blocking of differentiation and subsequent proliferation.",TP,binding to regulatory DNA-region/potential direct influence on expression,32,35,145,150
9694711,Bcl-3,c-myb,"These findings suggest that Bcl-3 may participate in the transcriptional regulation of certain kappaB-containing genes involved in hematopoiesis, including c-myb",TP,binding to regulatory DNA-region/potential direct influence on expression,28,33,156,161
9719458,p53,WT1,These results may provide a plausible diagnostic marker for determination of drug sensitivity in cancer patients and suggest that p53 may mediate directly or indirectly the expression of mdr-1 via WT1 in VCR-resistant hematologic cell lines,TP,binding to regulatory DNA-region/potential direct influence on expression,130,133,197,200
9742208,fra1,AP-1,"Insulin-stimulated expression of c-fos, fra1 and c-jun accompanies the activation of the activator protein-1 (AP-1) transcriptional complex.",TP,binding to regulatory DNA-region/potential direct influence on expression,40,44,110,114
9761780,PGA1,I-kappaBalpha,"Because the stress response can also be induced by nonthermal stimuli, we determined whether induction of the stress response with prostaglandin A1 (PGA1) would induce I-kappaBalpha gene expression.",TP,binding to regulatory DNA-region/potential direct influence on expression,149,153,168,181
9806359,p53,Stat5,"p53 repressed the prolactin induction of the Stat5 mediated transcription of the beta-casein promoter-luciferase reporter gene, but did not affect IFN-gamma induced, Stat1 dependent transcription of the IRF-1 promoter.",TP,binding to regulatory DNA-region/potential direct influence on expression,0,3,45,50
9887105,Blimp-1,c-myc,"The PRDI-BF1/Blimp-1 protein is a transcriptional repressor required for normal B-cell differentiation, and it has been implicated in the repression of beta-interferon (IFN-beta) and c-myc gene expression.",TP,binding to regulatory DNA-region/potential direct influence on expression,13,20,183,188
9887105,PRDI-BF1,c-myc,"The PRDI-BF1/Blimp-1 protein is a transcriptional repressor required for normal B-cell differentiation, and it has been implicated in the repression of beta-interferon (IFN-beta) and c-myc gene expression.",TP,binding to regulatory DNA-region/potential direct influence on expression,4,12,183,188
10085075,HOXB4,c-myc,"Taken together, these results indicate that HOXB4 is one of the nuclear phosphoproteins involved in c-myc transcription elongation block during HL-60 cell differentiation by 1,25-(OH)2D3",TP,binding to regulatory DNA-region/potential direct influence on expression,44,49,100,105
10329471,RAR,AP1,"Retinoids, on the other hand, inhibit cell proliferation and affect differentiation, activities that possibly stem from an antagonism of AP1-mediated gene expression by RARs.",TP,binding to regulatory DNA-region/potential direct influence on expression,169,172,137,140
10329471,RAR,AP1,Some of the therapeutic actions of retinoids can be ascribed to retinoic acid receptor (RAR)-mediated antagonism of AP1-dependent gene expression.,TP,binding to regulatory DNA-region/potential direct influence on expression,88,91,116,119
10330159,VDR,Fos,"This DNA element is a composite site that is recognized by both Fos-Jun and NFAT1; it is directly bound by VDR in the absence of a retinoid X receptor as an apparent monomer, and it is bound in a unique tertiary conformation.",TP,binding to regulatory DNA-region/potential direct influence on expression,107,110,64,67
10402242,DLX-7,c-myc,DLX-7 homeobox gene regulates c-myc and GATA-1 gene expression in different stages respectively.,TP,binding to regulatory DNA-region/potential direct influence on expression,0,5,30,35
10419474,RARalpha,AML2,Based on these studies we hypothesize that AML2 expression is normally regulated by retinoid/vitamin D nuclear receptors mainly through the RARalpha-dependent signaling pathway and that it may play a role in hematopoietic cell differentiation.,TP,binding to regulatory DNA-region/potential direct influence on expression,140,148,43,47
10425220,Sp1,HIF1A,"Finally, we demonstrate that HIF1A gene transcription is dependent on Sp1 binding sites and that the 5'UTR sequence also contains other important cis-acting elements.",TP,binding to regulatory DNA-region/potential direct influence on expression,70,73,29,34
10431661,PPAR-gamma,PPAR-alpha,"All PPARs are, albeit to different extents, activated by fatty acids and derivatives; PPAR-alpha binds the hypolipidemic fibrates whereas antidiabetic glitazones are ligands for PPAR-gamma.",TP,binding to regulatory DNA-region/potential direct influence on expression,178,188,86,96
10459501,p53,GADD153,Dysplastic naevi had significantly lower GADD34 and GADD153 expression as well as higher p53 expression in relation to the other naevi groups.,TP,binding to regulatory DNA-region/potential direct influence on expression,89,92,52,59
10460485,HFH2,HNF-3,"A novel repressor of the Winged Helix (formerly HNF-3/Forkhead) transcriptional regulatory family, termed Genesis (also called HFH2), was previously found to be exclusively expressed in primitive embryonic cell lines.",TP,binding to regulatory DNA-region/potential direct influence on expression,127,131,48,53
10470095,WT1,N-myc,Proto-oncogene N-myc promoter is down regulated by the Wilms' tumor suppressor gene WT1.,TP,binding to regulatory DNA-region/potential direct influence on expression,84,87,15,20
10501656,SPR1,AP-1,Mutation of the AP-1 site abolishes the induction of SPR1 expression by PMA.,TP,binding to regulatory DNA-region/potential direct influence on expression,53,57,16,20
10557095,Jun,fra-1,"Overexpression of Jun causes significant alterations in the composition of AP-1, decreased junB and increased fra-1 expression and results in an increased biologic aggressiveness.",TP,binding to regulatory DNA-region/potential direct influence on expression,18,21,110,115
10579912,Max,c-myc,"The c-myc gene encodes the transcription factor c-Myc, which heterodimerizes with a partner protein, termed Max, to regulate gene expression.",TP,binding to regulatory DNA-region/potential direct influence on expression,108,111,4,9
10629053,COUP-TF,RARbeta,"In a transient transfection assay, COUP-TF strongly induced transcriptional activity of the RARbeta promoter in a RA- and RARalpha-dependent manner.",TP,binding to regulatory DNA-region/potential direct influence on expression,35,42,92,99
10706671,Vav,AP-1,We show that WIP has the ability to enhance Vav-mediated activation of NF-AT/AP-1 gene transcription.,TP,binding to regulatory DNA-region/potential direct influence on expression,44,47,77,81
10891489,Myc,HMG-I,HMG-I/Y induction is decreased in Myc-deficient fibroblasts.,TP,binding to regulatory DNA-region/potential direct influence on expression,34,37,0,5
10896937,Sp1,TFIID,Functional analysis of partial TFIID complexes formed in vivo indicated that hTAF(II)130 was required for transcriptional activation by Sp1 in vitro.,TP,binding to regulatory DNA-region/potential direct influence on expression,136,139,31,36
10918054,RFX1,myc,"These findings suggest that nuclear translocation and binding of RFX1 to the X box cause the down-regulation of myc expression, which follows acute PKC activation in undifferentiated HL-60 cells",TP,binding to regulatory DNA-region/potential direct influence on expression,65,69,112,115
10931834,c-myc,NF-kappa B,NF-kappa B activity is required for the deregulation of c-myc expression by the immunoglobulin heavy chain enhancer.,TP,binding to regulatory DNA-region/potential direct influence on expression,56,61,0,10
10931834,NF-kappa B,c-myc,NF-kappa B activity is required for the deregulation of c-myc expression by the immunoglobulin heavy chain enhancer.,TP,binding to regulatory DNA-region/potential direct influence on expression,0,10,56,61
11004486,Transcription factor,ISGF3 gamma,Transcription factor C/EBP-beta is required for inducing ISGF3 gamma gene expression through GATE.,TP,binding to regulatory DNA-region/potential direct influence on expression,0,20,57,68
11032828,p53,E2F4,p130/E2F4 binds to and represses the cdc2 promoter in response to p53.,TP,binding to regulatory DNA-region/potential direct influence on expression,66,69,5,9
11073970,Blimp-1,c-myc,"Our data show that Blimp-1-dependent repression of c-myc is required for BCL-1 differentiation, since constitutive expression of c-Myc blocked differentiation.",TP,binding to regulatory DNA-region/potential direct influence on expression,19,26,51,56
11101889,Myc,Mxi,Members of the Mad/Mxi family of repressors play important roles in the transition between proliferation and differentiation by down-regulating the expression of genes that are activated by the proto-oncogene product Myc.,TP,binding to regulatory DNA-region/potential direct influence on expression,217,220,19,22
11114727,c-myc,AhR,Here we demonstrate a physical and functional association between the RelA subunit of NF-kappaB and AhR resulting in the activation of c-myc gene transcription in breast cancer cells.,TP,binding to regulatory DNA-region/potential direct influence on expression,135,140,100,103
11191113,AhR,p53,These findings suggest that the AhR mediated the inverse expression patterns of BRCA-1 and p53 upon exposure to B[a]P.,TP,binding to regulatory DNA-region/potential direct influence on expression,32,35,91,94
11237058,transcription factor E2a,N-myc,The leukemogenic transcription factor E2a-Pbx1 induces expression of the putative N-myc and p53 target gene NDRG1 in Ba/F3 cells.,TP,binding to regulatory DNA-region/potential direct influence on expression,17,41,82,87
11237596,p53,twist,"These results support the idea, proposed by us earlier, that torsional stress may play a role in the regulation of p53 binding through modulation of twist at the binding site",TP,binding to regulatory DNA-region/potential direct influence on expression,115,118,149,154
11250656,HOXB4,c-myc,HOXB4 binds to the c-my c gene at sites involved in blocking c-myc transcription elongation.,TP,binding to regulatory DNA-region/potential direct influence on expression,0,5,61,66
11250656,c-myc,HOXB4,"In this study, a phosphorothioate antisense oligonucleotide targeted against HOXB4 was examined for its effect on 1,25-(OH)2D(3) inhibition of c-myc expression.",TP,binding to regulatory DNA-region/potential direct influence on expression,143,148,77,82
11259163,Myb,c-myc,Here we have used a conditionally myb-transformed myeloid cell line (ERMYB) to further examine Myb regulation of one candidate target gene--c-myc--that has the potential to affect cell proliferation.,TP,binding to regulatory DNA-region/potential direct influence on expression,95,98,140,145
11316804,TFIID,c-Jun,"In support of this hypothesis, we found that c-Jun increased levels of TFIID-driven transcription in vitro when added at high concentrations to a DNA template lacking activator protein 1 (AP-1) sites.",TP,binding to regulatory DNA-region/potential direct influence on expression,71,76,45,50
11316804,c-Jun,TFIID,"In support of this hypothesis, we found that c-Jun increased levels of TFIID-driven transcription in vitro when added at high concentrations to a DNA template lacking activator protein 1 (AP-1) sites.",TP,binding to regulatory DNA-region/potential direct influence on expression,45,50,71,76
11316804,TBP,c-Jun,"Moreover, c-Jun blocked the repression of TBP DNA binding caused by the N terminus of TAF(II)250.",TP,binding to regulatory DNA-region/potential direct influence on expression,42,45,10,15
11316804,c-Jun,TBP,"Moreover, c-Jun blocked the repression of TBP DNA binding caused by the N terminus of TAF(II)250.",TP,binding to regulatory DNA-region/potential direct influence on expression,10,15,42,45
11371641,c-Jun,Smad2,"Interestingly, c-Jun directly binds to the nuclear transcriptional corepressor TGIF and is required for TGIF-mediated repression of Smad2 transcriptional activity.",TP,binding to regulatory DNA-region/potential direct influence on expression,15,20,132,137
11443177,PPARgamma,PPARalpha,"In contrast, PPARalpha expression increased significantly at week 2 and further at week 4. 9- and 13-hydroxyoctadecanoic acid, products of linoleic acid peroxidation and agonists of PPARgamma, decreased during troglitazone therapy.",TP,binding to regulatory DNA-region/potential direct influence on expression,182,191,13,22
11470825,c-myc,TCF,"Also, 1alpha,25(OH)2D(3) inhibited expression of beta-catenin-TCF-4-responsive genes, c-myc, peroxisome proliferator-activated receptor delta, Tcf-1, and CD44, whereas it induced expression of ZO-1.",TP,binding to regulatory DNA-region/potential direct influence on expression,86,91,62,65
11477405,LKLF,c-Myc,Forced expression of LKLF was associated with markedly decreased c-Myc expression.,TP,binding to regulatory DNA-region/potential direct influence on expression,21,25,65,70
