Class_ID1,Entrez_Gene_ID1,Species1,TF_GO_codes_molecular_function1,TF_GO_codes_biological_process1,Class_ID2,Entrez_Gene_ID2,Species2,TF_GO_codes_molecular_function2,TF_GO_codes_biological_process2,PMID,Gene_mention1,Gene_mention2,Sentence,prediction,pair_id,num_entities,num_unique_entities,all_mentions,unique_mentions,feedback_PD
7.1.1.2.1,4089,9606,,GO:0045892|GO:0045893|GO:0045941,4.1.3.0.3,6934,9606,GO:0003702|GO:0016566,GO:0006357|GO:0010552|GO:0010553|GO:0043433,18595660,Smad4,Tcf4,"Indeed, the enhancement of beta-catenin/Tcf4 transcriptional activity by activated Smad2 was negatively regulated by the presence of Smad4.",0.52,PMID.dPMID18595660.s2.p1,3,3,Tcf4|Smad2|Smad4,Smad2|Smad4|Tcf4,
7.1.1.2.1,4089,9606,,GO:0045892|GO:0045893|GO:0045941,6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,11751405,Smad4,p53,"p21(WAF1/CIP1) overexpression, independent of p53 and/or DPC4/Smad4 expression, may reflect increased Ras activity, either directly through activating K-ras mutations or as a consequence of HER-2/neu (ERBB2) overexpression, both of which are common in PC and in early events in the development of PanIN.",0.31,PMID.dPMID11751405.s1.p8,8,5,WAF1|CIP1|p53|DPC4|Smad4|K-ras|HER-2/neu|ERBB2,CIP1|DPC4|ERBB2|HER-2/neu|K-ras|p53|Smad4|WAF1,
7.1.1.2.1,4089,9606,,GO:0045892|GO:0045893|GO:0045941,6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,11751405,DPC4,p53,"p21(WAF1/CIP1) overexpression, independent of p53 and/or DPC4/Smad4 expression, may reflect increased Ras activity, either directly through activating K-ras mutations or as a consequence of HER-2/neu (ERBB2) overexpression, both of which are common in PC and in early events in the development of PanIN.",0.31,PMID.dPMID11751405.s1.p5,8,5,WAF1|CIP1|p53|DPC4|Smad4|K-ras|HER-2/neu|ERBB2,CIP1|DPC4|ERBB2|HER-2/neu|K-ras|p53|Smad4|WAF1,
7.1.1.2.1,4089,9606,,GO:0045892|GO:0045893|GO:0045941,6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,15043313,DPC4,p53,The three adenomas were p53 negative and showed loss of DPC4 expression.,0.26,PMID.dPMID15043313.s2.p0,2,2,p53|DPC4,DPC4|p53,
7.1.1.2.1,4089,9606,,GO:0045892|GO:0045893|GO:0045941,3.3.1.8.1,8928,9606,GO:0003704|GO:0016563|GO:0016566,GO:0010553|GO:0045941|GO:0045944|GO:0051090,9702198,Smad4,hFAST-1,The hFAST-1-dependent activation of ARE was completely dependent on endogenous Smad4 and stimulation by a TGF beta-like ligand.,0.08,PMID.dPMID9702198.s3.p0,2,2,hFAST-1|Smad4,hFAST-1|Smad4,
7.1.1.3.1,4091,9606,,,7.1.1.1.2,4087,9606,GO:0016563,GO:0043193|GO:0045892|GO:0045893|GO:0045941|GO:0045944,20709030,Smad6,Smad2,"Western blot analysis revealed unchanged total Smad2/3 protein levels, but reduced phospho-Smad2/3 (p-Smad2/3) and increased Smad6/7 protein levels in the miR-106b stably transfected cell line.",0.50,PMID.dPMID20709030.s3.p4,4,2,Smad2|Smad2|Smad2|Smad6,Smad2|Smad6,
7.1.1.3.2,4092,9606,,GO:0010553|GO:0010944|GO:0043433,1.1.1.1.1,3725,9606,GO:0016563|GO:0016564,GO:0043922|GO:0043923|GO:0045941|GO:0045944|GO:0051090,15579469,SMAD7,c-Jun,"Furthermore, overexpression of dominant negative c-Jun substantially reduced UV irradiation induction of SMAD7 transcription.",0.18,PMID.dPMID15579469.s1.p0,2,2,c-Jun|SMAD7,c-Jun|SMAD7,
7.1.1.3.2,4092,9606,,GO:0010553|GO:0010944|GO:0043433,7.1.1.1.2,4087,9606,GO:0016563,GO:0043193|GO:0045892|GO:0045893|GO:0045941|GO:0045944,16944602,Smad7,Smad2,The increase of p-Smad2 expression stimulated by TGF-beta2 was inhibited in Smad7 overexpression clone by Western blot assay.,0.79,PMID.dPMID16944602.s5.p1,3,3,Smad2|TGF-beta2|Smad7,Smad2|Smad7|TGF-beta2,
7.1.1.3.2,4092,9606,,GO:0010553|GO:0010944|GO:0043433,7.1.1.1.2,4087,9606,GO:0016563,GO:0043193|GO:0045892|GO:0045893|GO:0045941|GO:0045944,17144456,Smad7,Smad2,"Expressions of TGF-betaR I, Smad2, Smad3 and Smad7 in keloids OBJECTIVE: To investigate the expression of TGF-betaR I, Smad2, Smad3 and Smad7 in keloids, normal scars and normal skins.",0.43,PMID.dPMID17144456.s8.p10,6,3,Smad2|Smad3|Smad7|Smad2|Smad3|Smad7,Smad2|Smad3|Smad7,
7.1.1.3.2,4092,9606,,GO:0010553|GO:0010944|GO:0043433,7.1.1.1.2,4087,9606,GO:0016563,GO:0043193|GO:0045892|GO:0045893|GO:0045941|GO:0045944,15183844,Smad7,Smad2,"Myostatin signaling through Smad2, Smad3 and Smad4 is regulated by the inhibitory Smad7 by a negative feedback mechanism.",0.08,PMID.dPMID15183844.s7.p3,4,4,Smad2|Smad3|Smad4|Smad7,Smad2|Smad3|Smad4|Smad7,
7.1.1.3.2,4092,9606,,GO:0010553|GO:0010944|GO:0043433,7.1.1.1.2,4087,9606,GO:0016563,GO:0043193|GO:0045892|GO:0045893|GO:0045941|GO:0045944,20154264,Smad7,Smad2,TGF-beta1 also increased Smad2 and ERK1/2 phosphorylation but did not affect Smad7 expression.,0.07,PMID.dPMID20154264.s4.p4,4,4,TGF-beta1|Smad2|ERK1|Smad7,ERK1|Smad2|Smad7|TGF-beta1,
7.1.1.3.2,4092,9606,,GO:0010553|GO:0010944|GO:0043433,7.1.1.1.2,4087,9606,GO:0016563,GO:0043193|GO:0045892|GO:0045893|GO:0045941|GO:0045944,9892110,SMAD7,SMAD2,These results suggest that functional abrogation of SMAD2 or SMAD3 and increased expression of SMAD6 or SMAD7 are infrequent in pancreatic carcinomas and further stress the particular importance of SMAD4 inactivation in pancreatic carcinogenesis,0.02,PMID.dPMID9892110.s0.p3,5,5,SMAD2|SMAD3|SMAD6|SMAD7|SMAD4,SMAD2|SMAD3|SMAD4|SMAD6|SMAD7,
7.1.1.3.2,4092,9606,,GO:0010553|GO:0010944|GO:0043433,7.1.1.1.2,4087,9606,GO:0016563,GO:0043193|GO:0045892|GO:0045893|GO:0045941|GO:0045944,18065393,Smad7,Smad2,"LPA elicited phosphorylation of Smad2/3, and siRNA-mediated depletion of endogenous Smad2/3 or adenoviral expression of Smad7, an inhibitory Smad, abrogated the LPA induced expression of alpha-SMA and phosphorylation of Smad2/3.",0.01,PMID.dPMID18065393.s4.p2,4,2,Smad2|Smad2|Smad7|Smad2,Smad2|Smad7,
7.1.1.3.2,4092,9606,,GO:0010553|GO:0010944|GO:0043433,2.3.1.0.2,6667,9606,GO:0003702|GO:0016563,GO:0006355|GO:0043923|GO:0045817|GO:0045893|GO:0045944,16714330,Smad7,Sp1,"We found that in pancreatic cancer cells Smad proteins and Sp1 cooperatively regulate expression of a distinct set of TGFbeta target genes potentially involved in tumor progression, including MMP-11, cyclin D1 and Smad7.",0.75,PMID.dPMID16714330.s4.p0,2,2,Sp1|Smad7,Smad7|Sp1,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,1323849,Max,c-Myc,"The recent discovery of Max, a basic helix-loop-helix leucine-zipper partner protein for c-Myc, suggests that the ability of c-Myc to regulate transcription is modulated by the presence of Max.",1.56,PMID.dPMID1323849.s4.p5,4,2,Max|c-Myc|c-Myc|Max,c-Myc|Max,x
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,7731722,max,c-myc,"While the expression of c-myc is extensively regulated, no major changes in max expression have been reported so far with respect to differentiation.",1.55,PMID.dPMID7731722.s12.p0,2,2,c-myc|max,c-myc|max,n
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,8222283,Max,Myc,The effects of Myc on both gene expression and cell growth are differentially regulated by the recently described Max and delta Max proteins that can either cooperate or compete with Myc for sequence-specific DNA binding,1.04,PMID.dPMID8222283.s0.p0,4,2,Myc|Max|Max|Myc,Max|Myc,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,11044429,Max,c-Myc,METHODS AND RESULTS: OxLDL enhanced c-Myc/Max expression and transcription by cotransfection assay and the nuclear activities of E2F and activator protein-2 by binding shift and supershift in coronary SMCs.,0.93,PMID.dPMID11044429.s4.p0,2,2,c-Myc|Max,c-Myc|Max,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,8222283,Max,Myc,The effects of Myc on both gene expression and cell growth are differentially regulated by the recently described Max and delta Max proteins that can either cooperate or compete with Myc for sequence-specific DNA binding,0.75,PMID.dPMID8222283.s0.p1,4,2,Myc|Max|Max|Myc,Max|Myc,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,11535131,Max,Myc,"Whereas the Myc and Mad genes and proteins are highly regulated, Max expression is constitutive and no post-translational regulation is known.",0.69,PMID.dPMID11535131.s10.p0,2,2,Myc|Max,Max|Myc,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,1644290,Max,Myc,"In addition, we observed a striking reduction in Myc cotransformation activity when a Max expression construct was added to myc/ras co-transfections.",0.66,PMID.dPMID1644290.s1.p0,3,2,Myc|Max|myc,Max|myc|Myc,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,16475822,Max,Myc,The Myc-Max-Mad network of proteins activates or represses gene transcription depending on whether the dimerization partner of Max is c-Myc or Mad.,0.63,PMID.dPMID16475822.s14.p1,4,2,Myc|Max|Max|c-Myc,c-Myc|Max|Myc,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,7969121,Max,c-Myc,Here we demonstrate that the human p53 promoter is transactivated by high c-Myc expression and repressed by high Max expression.,0.61,PMID.dPMID7969121.s5.p2,3,3,p53|c-Myc|Max,c-Myc|Max|p53,"[4149-->7157, 4609-->7157]"
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,19189276,Max,c-Myc,"On the other hand, the Mad proteins can compete with c-Myc for Max.",0.59,PMID.dPMID19189276.s6.p0,2,2,c-Myc|Max,c-Myc|Max,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,10579912,Max,c-myc,"The c-myc gene encodes the transcription factor c-Myc, which heterodimerizes with a partner protein, termed Max, to regulate gene expression.",0.40,PMID.dPMID10579912.s4.p1,3,2,c-myc|c-Myc|Max,c-myc|c-Myc|Max,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,1323849,Max,c-Myc,"The recent discovery of Max, a basic helix-loop-helix leucine-zipper partner protein for c-Myc, suggests that the ability of c-Myc to regulate transcription is modulated by the presence of Max.",0.37,PMID.dPMID1323849.s4.p4,4,2,Max|c-Myc|c-Myc|Max,c-Myc|Max,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,9178892,max,c-myc,The expression of D106-143 and In373 c-myc mutants and the overexpression of max reduced the apoptosis mediated by okadaic acid.,0.32,PMID.dPMID9178892.s3.p0,2,2,c-myc|max,c-myc|max,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,9490791,Max,c-Myc,"Sp1 and c-Myc binding elements close to transcription start areas were positive regulators of both promoters, however, whereas overexpression in HeLa cells of Sp1 stimulated both promoters, c-Myc and c-Myc/Max overexpression had a suppressive effect.",0.31,PMID.dPMID9490791.s2.p3,4,2,c-Myc|c-Myc|c-Myc|Max,c-Myc|Max,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,10886373,Max,c-Myc,"RESULTS: We found that c-Myc directly bound to the N-terminal region of origin recognition complex-1 (ORC1), a region that is responsible for gene silencing, in a state of complex containing other ORC subunits and Max in vivo and in vitro.",0.30,PMID.dPMID10886373.s2.p0,2,2,c-Myc|Max,c-Myc|Max,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,8417337,Max,Myc,"The discovery of the specific cognate DNA-binding site for Myc and its specific heterodimerization partner, Max, enabled the use of direct experiments to elucidate how Myc functions in vivo and how this function is modulated by Max.",0.30,PMID.dPMID8417337.s5.p5,4,2,Myc|Max|Myc|Max,Max|Myc,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,10511314,Max,c-Myc,"This result is in contrast with the inhibition of erythroid differentiation of K562 exerted by c-Myc, suggesting divergent roles for c-Myc/Max, depending on the differentiation pathway.",0.29,PMID.dPMID10511314.s0.p2,3,2,c-Myc|c-Myc|Max,c-Myc|Max,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,8637719,Max,Myc,"In light of the evidence that ODC is transcriptionally regulated in vitro and in vivo by the Myc/Max protein complex and the potential role of Mxi1 and Mad as antagonists of Myc transactivation activity, we set out to determine if one of these Max associated proteins, Mxi1, could affect the regulation of ODC expression by Myc/Max and if this regulation was correlated to growth status.",0.25,PMID.dPMID8637719.s4.p24,8,3,Myc|Max|Mxi1|Myc|Max|Mxi1|Myc|Max,Max|Mxi1|Myc,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,15258910,Max,Myc,In parallel experiments we also analyzed the Myc/Max/Mad expression and DNA binding capacity during induced differentiation in the MYCN single copy neuroblastoma cell line SH-SY5Y.,0.18,PMID.dPMID15258910.s4.p0,3,3,Myc|Max|MYCN,Max|Myc|MYCN,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,1406955,Max,Myc,Here we use Saccharomyces cerevisiae as an in vivo model system to show that the Myc protein is a sequence-specific transcriptional activator whose DNA binding is strictly dependent on dimerization with Max.,0.17,PMID.dPMID1406955.s3.p0,2,2,Myc|Max,Max|Myc,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,9797456,Max,MYC,"AMY-1 by itself did not recognize the E-box element, the MYC/Max binding sequence, nor did it transactivate via the element, but stimulated the activation of E-box-regulated transcription by MYC/Max.",0.16,PMID.dPMID9797456.s3.p7,5,3,AMY-1|MYC|Max|MYC|Max,AMY-1|Max|MYC,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,7577944,Max,c-Myc,"Their function is mediated by switches in the dimerization partners; c-Myc does not homodimerize in vivo but competes with Mad, another member of the subfamily, to form heterodimers with Max, leading to either activation or repression of transcription.",0.16,PMID.dPMID7577944.s8.p0,2,2,c-Myc|Max,c-Myc|Max,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,17275176,Max,c-Myc,This repression occurs via a dynamic shift in occupancy from activating c-Myc/Max to repressive Mad1/Max and Mnt/Max complexes at the proximal promoters of both the MLH1 and MSH2 genes.,0.13,PMID.dPMID17275176.s2.p1,7,5,c-Myc|Max|Max|Mnt|Max|MLH1|MSH2,c-Myc|Max|MLH1|Mnt|MSH2,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,11031250,Max,Myc,The Myc/Max/Mad network and the transcriptional control of cell behavior.,0.09,PMID.dPMID11031250.s7.p0,2,2,Myc|Max,Max|Myc,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,9308237,Max,Myc,Myc-transformed cells are also characterised by the loss of expression of a number of genes and this repressive effect of Myc on gene expression may not be mediated by the Myc/Max complex.,0.05,PMID.dPMID9308237.s3.p4,4,2,Myc|Myc|Myc|Max,Max|Myc,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,17217336,Max,Myc,"Max is a ubiquitous transcription factor with a bHLHZip [basic HLH (helix-loop-helix) leucine zipper] DNA-binding/dimerization domain and the central component of the Myc/Max/Mad transcription factor network that controls cell growth, proliferation, differentiation and apoptotic cell death in metazoans.",0.05,PMID.dPMID17217336.s11.p2,3,2,Max|Myc|Max,Max|Myc,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,17217336,Max,Myc,"Max is the obligatory DNA-binding and dimerization partner for all the bHLHZip regulators of the Myc/Max/Mad network, including the Myc family of oncoproteins and the Mad family of Myc antagonists, which recognize E-box DNA elements in the regulatory regions of target genes.",0.04,PMID.dPMID17217336.s10.p2,5,2,Max|Myc|Max|Myc|Myc,Max|Myc,
1.2.6.5.5,4149,9606,,,1.2.6.5.1,4609,9606,GO:0016563,GO:0006357|GO:0045941,10734130,Max,c-Myc,"Further, FasL promoter activity in T cells is driven by overexpression of c-Myc and inhibited by expression of dominant-negative mutants of c-Myc and Max.",0.03,PMID.dPMID10734130.s1.p4,4,3,FasL|c-Myc|c-Myc|Max,c-Myc|FasL|Max,
1.2.6.5.5,4149,9606,,,6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,10348347,Max,p53,"Expression of human p53 requires synergistic activation of transcription from the p53 promoter by AP-1, NF-kappaB and Myc/Max.",0.06,PMID.dPMID10348347.s7.p3,4,3,p53|p53|Myc|Max,Max|Myc|p53,-->
1.2.6.5.5,4149,9606,,,6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,15647429,Max,p53,"Intracellular p53 expression was significantly decreased in Max (25.5%) compared with Min (37%, p<0.01) OA or normal cartilage (41.5%, p<0.05).",0.03,PMID.dPMID15647429.s7.p0,2,2,p53|Max,Max|p53,-->
1.2.6.5.5,4149,9606,,,6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,7969121,Max,p53 tumor suppressor,Transactivation of the human p53 tumor suppressor gene by c-Myc/Max contributes to elevated mutant p53 expression in some tumors.,0.01,PMID.dPMID7969121.s10.p1,4,3,p53 tumor suppressor|c-Myc|Max|p53,c-Myc|Max|p53|p53 tumor suppressor,-->
2.3.5.0.35,4150,9606,,,2.3.1.0.2,6667,9606,GO:0003702|GO:0016563,GO:0006355|GO:0043923|GO:0045817|GO:0045893|GO:0045944,12684688,MAZ,Sp1,"Both Sp1 and MAZ inhibited the expression of the gene for MAZ, while expression of the gene for eNOS was enhanced by Sp1 and repressed by MAZ.",0.60,PMID.dPMID12684688.s3.p1,6,3,Sp1|MAZ|MAZ|eNOS|Sp1|MAZ,eNOS|MAZ|Sp1,<--
2.3.5.0.35,4150,9606,,,2.3.1.0.2,6667,9606,GO:0003702|GO:0016563,GO:0006355|GO:0043923|GO:0045817|GO:0045893|GO:0045944,8626793,MAZ,Sp1,"This result suggests that MAZ and Sp1 both participate in regulating expression from the serotonin 1a receptor gene promoter, and it raises the possibility that MAZ may act at a variety of promoters through the guanosine-cytosine-rich sequences generally thought to serve as binding sites for the Sp1 family of transcription factors.",0.12,PMID.dPMID8626793.s2.p2,4,2,MAZ|Sp1|MAZ|Sp1,MAZ|Sp1,<--
2.3.5.0.35,4150,9606,,,2.3.1.0.2,6667,9606,GO:0003702|GO:0016563,GO:0006355|GO:0043923|GO:0045817|GO:0045893|GO:0045944,12684688,MAZ,Sp1,"Both Sp1 and MAZ inhibited the expression of the gene for MAZ, while expression of the gene for eNOS was enhanced by Sp1 and repressed by MAZ.",0.02,PMID.dPMID12684688.s3.p10,6,3,Sp1|MAZ|MAZ|eNOS|Sp1|MAZ,eNOS|MAZ|Sp1,<--
5.1.1.1.1,4205,9606,,,1.1.2.0.9,22926,9606,GO:0003702,GO:0006357|GO:0006990,20165829,MEF2A,ATF6,CONCLUSIONS/INTERPRETATION: In this work we show that glucosamine-induced ER stress causes insulin resistance in both human and rat myotubes and impairs GLUT4 production and insulin-induced glucose uptake via an ATF6-dependent decrease of the GLUT4 regulators MEF2A and PGC1alpha,0.77,PMID.dPMID20165829.s0.p4,5,4,GLUT4|ATF6|GLUT4|MEF2A|PGC1alpha,ATF6|GLUT4|MEF2A|PGC1alpha,
5.1.1.1.1,4205,9606,,,1.1.2.0.9,22926,9606,GO:0003702,GO:0006357|GO:0006990,20165829,MEF2A,ATF6,"Finally, we showed that overproduction of ATF6 is sufficient to inhibit the expression of genes GLUT4, MEF2A and PGC1alpha and that ATF6 silencing with a specific small interfering RNA is sufficient to completely prevent glucosamine-induced inhibition of GLUT4, MEF2A and PGC1alpha in skeletal muscle cells.",0.01,PMID.dPMID20165829.s1.p1,8,6,ATF6|GLUT4|MEF2A|PGC1alpha|ATF6|GLUT4|MEF2A|PGC1alpha,ATF6|GLUT4|MEF2A|PGC1alpha,
5.1.1.1.3,4208,9606,GO:0003702,GO:0010552|GO:0010553,2.2.2.0.2,4297,9606,GO:0003702,GO:0045893,19584403,MEF2C,MLL,Homing and invasiveness of MLL/ENL leukemic cells is regulated by MEF2C.,0.68,PMID.dPMID19584403.s8.p1,3,3,MLL|ENL|MEF2C,ENL|MEF2C|MLL,
5.1.1.1.3,4208,9606,GO:0003702,GO:0010552|GO:0010553,1.2.5.3.2,10499,9606,,GO:0006355,15044954,MEF2C,GRIP-1,"In addition, Smad3 interacts with MEF2C, which requires its MADS domain, and disrupts its association with the SRC-family coactivator GRIP-1, thus diminishing the transcription activity of MEF2C.",0.07,PMID.dPMID15044954.s2.p5,4,3,Smad3|MEF2C|GRIP-1|MEF2C,GRIP-1|MEF2C|Smad3,
3.1.3.2.1,4211,9606,GO:0003702,,2.2.2.0.2,4297,9606,GO:0003702,GO:0045893,15160920,MEIS1,MLL,"These results suggest that MLL aberrations may regulate MEIS1 and HOXA9 gene expression in ALL-derived cell lines, while AML-derived cell lines express these genes independently of the MLL status.",1.42,PMID.dPMID15160920.s0.p0,4,3,MLL|MEIS1|HOXA9|MLL,HOXA9|MEIS1|MLL,
3.1.3.2.1,4211,9606,GO:0003702,,2.2.2.0.2,4297,9606,GO:0003702,GO:0045893,17671196,Meis1,MLL,"Blocking the MLL-menin interaction by the expression of a dominant negative inhibitor composed of amino terminal MLL sequences down-regulates Meis1 expression and inhibits cell proliferation, suggesting that targeting this interaction may be an effective therapeutic strategy for leukemias with MLL rearrangements",0.46,PMID.dPMID17671196.s0.p3,5,3,MLL|menin|MLL|Meis1|MLL,Meis1|menin|MLL,
3.1.3.2.2,4212,9606,GO:0003704,GO:0000122,3.1.3.6.1,7050,9606,,GO:0000122,10764806,Meis2,TGIF,"Among the five cloned splice variants of Meis2, isoforms Meis2a-d activate the D(1A) promoter in most cell types tested, whereas TGIF competes with Meis2 binding to DNA and represses Meis2-induced transcription activation.",0.07,PMID.dPMID10764806.s7.p8,5,2,Meis2|Meis2|TGIF|Meis2|Meis2,Meis2|TGIF,
1.2.6.1.4,4286,9606,GO:0016563,GO:0006355,1.1.2.0.2,466,9606,,,15884099,MITF,ATF1,Fusion of the EWSR1 and ATF1 genes without expression of the MITF-M transcript in angiomatoid fibrous histiocytoma.,1.30,PMID.dPMID15884099.s8.p2,3,3,EWSR1|ATF1|MITF,ATF1|EWSR1|MITF,
1.2.6.1.4,4286,9606,GO:0016563,GO:0006355,1.1.2.0.2,466,9606,,,16766266,MITF,EWS-ATF1,"We show that EWS-ATF1 occupies the MITF promoter, mimicking melanocyte-stimulating hormone (MSH) signaling to induce expression of MITF, the melanocytic master transcription factor and an amplified oncogene in melanoma.",0.18,PMID.dPMID16766266.s3.p1,3,2,EWS-ATF1|MITF|MITF,EWS-ATF1|MITF,
1.2.6.1.4,4286,9606,GO:0016563,GO:0006355,1.1.2.0.1,1385,9606,,GO:0045944,15923629,Mitf,CREB,"However, constitutively active CREB(DIEDML) without PKA activation is insufficient for Mitf expression and melanogenesis, indicating PKA regulates additional aspects of Mitf transcription.",0.53,PMID.dPMID15923629.s2.p0,3,2,CREB|Mitf|Mitf,CREB|Mitf,<--
1.2.6.1.4,4286,9606,GO:0016563,GO:0006355,3.2.1.1.1,5077,9606,GO:0016563,GO:0010552,9500554,MITF,PAX3,These results provide evidence that PAX3 directly regulates MITF and suggest that the failure of this regulation due to PAX3 mutations causes the auditory-pigmentary symptoms in at least some individuals with WS1,2.07,PMID.dPMID9500554.s0.p0,4,2,PAX3|MITF|PAX3|WS1,MITF|PAX3|WS1,<--
1.2.6.1.4,4286,9606,GO:0016563,GO:0006355,3.2.1.1.1,5077,9606,GO:0016563,GO:0010552,10938265,MITF,Pax3,"WS1 and WS3 are caused by mutation in the gene encoding the transcription factor Pax3, which regulates MITF expression.",1.76,PMID.dPMID10938265.s5.p2,3,3,WS3|Pax3|MITF,MITF|Pax3|WS3,<--
1.2.6.1.4,4286,9606,GO:0016563,GO:0006355,3.2.1.1.1,5077,9606,GO:0016563,GO:0010552,10644012,MITF,Pax3,"This suggests that additional factors, besides Pax3, are required for the MITF expression.",0.80,PMID.dPMID10644012.s2.p0,2,2,Pax3|MITF,MITF|Pax3,<--
1.2.6.1.4,4286,9606,GO:0016563,GO:0006355,3.2.1.1.1,5077,9606,GO:0016563,GO:0010552,10536986,MITF,PAX3,"By analyzing the genes for Waardenburg syndrome, we showed that PAX3, the gene responsible for Waardenburg syndrome type 1, regulates MITF, the gene responsible for Waardenburg syndrome type 2.",0.75,PMID.dPMID10536986.s2.p0,3,3,PAX3|MITF|Waardenburg syndrome type 2,MITF|PAX3|Waardenburg syndrome type 2,<--
1.2.6.1.4,4286,9606,GO:0016563,GO:0006355,3.2.1.1.1,5077,9606,GO:0016563,GO:0010552,19026785,Mitf,PAX3,The protein encoded by paired-box homeotic gene 3 (PAX3) is a key regulator of the microphthalmia-associated transcription factor (Mitf) in the melanocyte lineage.,0.49,PMID.dPMID19026785.s5.p0,2,2,PAX3|Mitf,Mitf|PAX3,<--
1.2.6.1.4,4286,9606,GO:0016563,GO:0006355,3.2.1.1.1,5077,9606,GO:0016563,GO:0010552,10644012,MITF,Pax3,Pax3 transcription factor was reported earlier to regulate positively the melanocyte-specific promoter of the MITF gene.,0.15,PMID.dPMID10644012.s4.p0,2,2,Pax3|MITF,MITF|Pax3,<--
1.2.6.1.4,4286,9606,GO:0016563,GO:0006355,4.1.1.5.3,6663,9606,GO:0003702,GO:0006357,12944398,microphthalmia-associated transcription factor,SOX10,A tissue-restricted cAMP transcriptional response: SOX10 modulates alpha-melanocyte-stimulating hormone-triggered expression of microphthalmia-associated transcription factor in melanocytes.,2.01,PMID.dPMID12944398.s10.p0,2,2,SOX10|microphthalmia-associated transcription factor,microphthalmia-associated transcription factor|SOX10,<--
