pmid,gene1,gene2,sentence,class,details
19495976,c-Fos,c-Jun,"We investigated whether H. pylori in a Korean isolate (HP99), a cagA ( + ), vacA ( + ) strain, induces the expression of c-Fos and c-Jun for AP-1 activation to induce COX-2 and iNOS and whether HP99-induced expressions of COX-2 and iNOS are mediated by Ras and AP-1, determined by the expressions of c-Fos and c-Jun, in gastric epithelial AGS cells, using transfection with mutant genes for Ras (ras N-17) and c-Jun (TAM-67).",NN,cooperation/competition in transcription
19503094,ERalpha,KLF4,"Therefore, we examined the interaction between KLF4 and ERalpha, and found that KLF4 bound to the DNA-binding region of ERalpha.",NN,cooperation/competition in transcription
19526459,MAD1,MYC,"MAX dimerization protein 1 (MAD1) is a transcription suppressor that antagonizes MYC-mediated transcription activation, and the inhibition mechanism occurs mainly through the competition of target genes' promoter MYC binding sites by MAD1.",NN,cooperation/competition in transcription
19526459,MYC,MAD1,"MAX dimerization protein 1 (MAD1) is a transcription suppressor that antagonizes MYC-mediated transcription activation, and the inhibition mechanism occurs mainly through the competition of target genes' promoter MYC binding sites by MAD1.",NN,cooperation/competition in transcription
19603429,RUNX3,RUNX1,Repression of RUNX1 by RUNX3 is required to allow the cell proliferation and this provides an experimental system to investigate the mechanism of the different activities of RUNX1 and RUNX3 in these cells.,NN,cooperation/competition in transcription
19707556,NFkappaB,IkappaBzeta,"IkappaBzeta is a novel member of the IkappaB family of NFkappaB regulators, which modulates NFkappaB activity in the nucleus, rather than controlling its nuclear translocation.",NN,cooperation/competition in transcription
19707556,NFkappaB,IkappaBzeta,IkappaBzeta is specifically induced by IL-1beta and several TLR ligands and positively regulates NFkappaB-mediated transcription of genes such as IL-6 and NGAL as an NFkappaB binding co-factor.,NN,cooperation/competition in transcription
19756381,Runx2,Sox-9,"These data, with the finding that Slug is in vivo recruited by the promoters of Runx2 and Sox-9 genes, suggest that, in hOBs, Slug may act both as positive and negative transcriptional regulator of Runx2 and Sox-9 genes, respectively.",NN,cooperation/competition in transcription
19845622,c-Myc,HIF-1alpha,HIF-1alpha action via the HIF-1alpha-c-Myc axis is independent of its DNA-binding and transactivation domains; instead it requires the PAS-B domain to displace the transcription activator c-Myc from the target gene promoter for gene repression.,NN,cooperation/competition in transcription
20196777,RUNX-2,SOX-9,"RUNX-2 down-regulation resulted in reduced MMP-13 expression in osteoarthritic chondrocytes and inhibition of SOX-9 in increased RUNX-2 and MMP-13 mRNA expression in normal chondrocytes, whereas inhibition of FGF-23 resulted in reduced RUNX-2 mRNA expression in osteoarthritic chondrocytes (all P < 0.0001).",NN,cooperation/competition in transcription
20446924,C/EBPbeta,p53,"Our reports, here and previously published, show that repression of p53 by RBP-Jkappa and activation of p53 by C/EBPbeta through differential binding of these two factors indicates a type of co-operative regulation in p53 expression.",NN,cooperation/competition in transcription
20530667,HMGA1,p53,"Here, we report that HMGA1 antagonizes the p53-mediated transcriptional repression of another apoptosis-related gene, Bcl-2, suggesting a novel mechanism by which HMGA1 counteracts apoptosis.",NN,cooperation/competition in transcription
20828393,ATF3,ATF4,"The mechanism of ATF3 induction by M344 was found to be independent of MAPKinase pathways and dependent on ATF4, a known regulator of ATF3 expression.",NN,cooperation/competition in transcription
20828393,ATF4,ATF3,"The mechanism of ATF3 induction by M344 was found to be independent of MAPKinase pathways and dependent on ATF4, a known regulator of ATF3 expression.",NN,cooperation/competition in transcription
2169352,GCR,c-Jun,"While the GCR is a potent inhibitor of AP-1 activity (Jun/Fos), both c-Jun and c-Fos are potent repressors of GCR activity.",TP,potential direct influence on expression
2669755,c-myc,N-myc,"In this report, we show that in IMR32 cells the expression of the N-myc gene is repressed by introduction of a c-myc expression vector (c-myc cDNA conjugated with an SR promoter).",TP,potential direct influence on expression
7862129,HNF-3,HNF-3 alpha,We also discuss the role of reduced HNF-3 alpha expression in mediating decreased transcription of HNF-3 target genes which respond negatively to cytokine signalling.,TP,potential direct influence on expression
8164678,FLI-1,c-myc,"We show that EWS-FLI-1 is a transactivator of the c-myc promoter, suggesting that upregulation of c-myc expression is under control of EWS-FLI-1",TP,potential direct influence on expression
8247540,ETS1,PEA3,The results of these studies indicate that PEA3 is a strong positive regulator of the ETS1 promoter and that other transcription factors increase the activity of the ETS1 promoter in an additive rather than synergistic fashion,TP,potential direct influence on expression
8670069,GADD153,AP-1,"Finally, both promoter-deletion analysis and point mutation of the AP-1 site in an otherwise intact promoter support a significant role for AP-1 in transcriptional activation of GADD153 by UVC or oxidant treatment.",TP,potential direct influence on expression
9032231,p53,E2F-1,"Although E2F-1 alone induces moderate levels of p53 and treatment with drugs markedly increased p53, the deleterious effects of etoposide in E2F-1-overexpressing cells were independent of p53 accumulation.",TP,potential direct influence on expression
9053449,NF-kappa B,Egr-1,"Furthermore, Egr-1 induction was required for endogenous NF-kappa B1 gene expression, since PMA/PHA-stimulated T cell lines expressing antisense Egr-1 RNA were inhibited in their ability to upregulate NF-kappa B1 transcription.",TP,potential direct influence on expression
9109500,EGR-1,Sp1,"Moreover, recent studies suggest that displaced Sp1 binds to and activates the endogenous Egr-1 gene, thereby leading to ""facilitated inhibition"" of Sp1 function by the resulting increased EGR-1.",TP,potential direct influence on expression
9334253,N-myc,RAR,"Any association of per se inactive RXR-selective with RAR-selective ligands efficiently regulates growth inhibition, differentiation (neurite extension), and expression of RARbeta, TrkB, and N-myc.",TP,potential direct influence on expression
9665319,AP-1,IkappaBalpha,"ETOH does not directly inhibit NFkappaB or AP-1, in vivo, but rather inhibits LPS-induced activation of the MEKK/MAP kinase system and inhibition of inhibitory protein IkappaBalpha required for formation of AP-1 and NFkappaB, respectively.",TP,potential direct influence on expression
9915796,hnf-3beta,OC-2,"Like HNF-6, OC-2 stimulates transcription of the hnf-3beta gene in transient transfection experiments, suggesting that OC-2 participates in the network of transcription factors required for liver differentiation and metabolism",TP,potential direct influence on expression
10327051,ATF2,c-jun,"Here, we present evidence that p300 can control c-jun transcription by acting as a cofactor for ATF2: (1) Over-expression of p300 was found to stimulate c-jun transcription both in the presence and absence of E1A.",TP,potential direct influence on expression
10744705,p73,WT1,"Similarly, WT1 inhibits p73-induced transcription activation in reporter assays and counteracts p73-induced expression of endogenous Mdm2.",TP,potential direct influence on expression
10868948,MODY,HNF-3beta,"The winged-helix transcription factor HNF-3beta has been implicated in the regulation of expression of each of these MODY genes, suggesting that mutations in the HNF-3beta gene (HNF3B) may also cause MODY.",TP,potential direct influence on expression
10891489,c-Myc,HMG-I,"HMG-I/Y expression is stimulated by c-Myc in a Myc-estradiol receptor cell line in the presence of the protein synthesis inhibitor cycloheximide, indicating that HMG-I/Y is a direct c-Myc target gene.",TP,potential direct influence on expression
10891489,Myc,HMG-I,"HMG-I/Y expression is stimulated by c-Myc in a Myc-estradiol receptor cell line in the presence of the protein synthesis inhibitor cycloheximide, indicating that HMG-I/Y is a direct c-Myc target gene.",TP,potential direct influence on expression
11167015,GATA-2,GATA-1,"Increasing levels of GATA-1 also caused a decrease in the expression of endogenous GATA-2, while increased levels of GATA-2 had no effect on GATA-1 mRNA.",TP,potential direct influence on expression
11250656,c-myc,HOXB4,"The data further establish that HOXB4 levels are regulated by 1,25-(OH)2D(3) and reveal that HOXB4 participates in the down-regulation of c-myc expression",TP,potential direct influence on expression
11375983,POLD1,p53,"When ectopic wild-type p53 expression was induced to a physiologically relevant level in ""tet-off"" cultured cells in which p53 expression was tightly regulated by tetracycline, it was found that POLD1 steady-state mRNA was repressed by about 65%.",TP,potential direct influence on expression
11387332,BCL-3,NF-kappa B,NF-kappa B-inducible BCL-3 expression is an autoregulatory loop controlling nuclear p50/NF-kappa B1 residence.,TP,potential direct influence on expression
11387332,BCL-3,Rel,Two observations are interpreted to indicate that bcl-3 is transactivated by NF-kappa B/Rel A: 1) expression of a dominant negative NF-kappa B inhibitor blocks tumor necrosis factor-alpha-induced BCL-3 expression and 2) expression of constitutively active Rel A is sufficient to induce BCL-3 expression.,TP,potential direct influence on expression
11707390,NF-kappaB,Bcl-3,"Bcl-3 is an unusual IkappaB protein because it is primarily nucleoplasmic and can lead to enhanced NF-kappaB-dependent transcription, unlike the prototypical IkappaB protein IkappaBalpha, which inhibits NF-kappaB activity by retaining it in the cytoplasm.",TP,potential direct influence on expression
11733512,TTF-1,GATA-6,"GATA-6, a member of the GATA family of zinc finger domain containing transcription factors, is expressed in endodermally derived tissues including the lung, where GATA-6 influences the transcription of target genes, TTF-1, and surfactant proteins.",TP,potential direct influence on expression
12183437,Gli1,FOXM1,"Expression of the Shh target glioma transcription factor-1 (Gli1) in primary keratinocytes and other cell lines caused a significant elevation of FOXM1 mRNA level and transcriptional activity, indicating that FOXM1 is a downstream target of Gli1.",TP,potential direct influence on expression
12192602,p73,N-myc,"Our data suggest that the N-myc gene modulates expression of p73, allowing neuroblastoma cells to escape the growth suppressing properties of p73",TP,potential direct influence on expression
12270142,CBFA1,TWIST,"This provides the first evidence that TWIST inactivation alters CBFA1/RUNX2 expression and Cbfa1 binding ability to the osteocalcin promoter, indicating that CBFA1/RUNX2 is a target gene for TWIST in human osteoblasts",TP,potential direct influence on expression
12270142,RUNX2,TWIST,"This provides the first evidence that TWIST inactivation alters CBFA1/RUNX2 expression and Cbfa1 binding ability to the osteocalcin promoter, indicating that CBFA1/RUNX2 is a target gene for TWIST in human osteoblasts",TP,potential direct influence on expression
12466969,Egr-1,Id-1,"Furthermore, treatment with antisense oligonucleotide complementary to Id-1 mRNA in PC-3 and DU145 cells resulted in a decreased Id-1 expression which was accompanied by decreased Egr-1 protein.",TP,potential direct influence on expression
12468538,HSF1,c-fos,"Furthermore, we constructed dominant inhibitors of c-fos repression by HSF1, which also blocked the repression of c-fms and IL-1beta, suggesting a shared mechanism for repression of these genes by HSF1.",TP,potential direct influence on expression
14695898,GATA-1,GATA-2,"Remarkably, at the GATA-2 gene, which is repressed by GATA-1, interaction with FOG-1 was dispensable for GATA-1 occupancy and was required for transcriptional inhibition and histone deacetylation.",TP,potential direct influence on expression
14715908,GATA-2,GATA-1,"We showed previously that GATA-1 replaces GATA-2 at an upstream region of the GATA-2 locus, and that this GATA switch represses GATA-2.",TP,potential direct influence on expression
15044214,Sp3,SMAD3,"Analysis of the human SMAD3 promoter demonstrates that isoprenoid regulation of SMAD3 expression is dependent on Sp1/Sp3 activity, although farnesyl-mediated pathways may be acting through a secondary mechanism as well.",TP,potential direct influence on expression
15465926,GATA-4,HNF3beta,"Site-directed mutagenesis and transactivation analyses of the E1 promoter revealed that GATA-4 is probably a principal factor that regulates liver-specific expression of the E1 variant, with HNF3alpha and HNF3beta acting to negatively regulate GATA-4 function in hepatic cells",TP,potential direct influence on expression
15688019,RUNX1,RUNX3,"siRNA inhibition of RUNX3 in lymphoblastoid cells resulted in increased RUNX1 expression, indicating that continuous expression of physiological levels of RUNX3 is required to maintain repression.",TP,potential direct influence on expression
15688019,RUNX1,RUNX3,"We show that RUNX3 regulates RUNX1 expression, contributing to the mutually exclusive expression of RUNX3 and RUNX1 in human B lymphoid cell lines.",TP,potential direct influence on expression
15983061,Hif1a,MITF,"Further, MITF ""silencing"" abrogates the cAMP effect on Hif1a expression, and overexpression of MITF in human melanoma cells is sufficient to stimulate HIF1A mRNA.",TP,potential direct influence on expression
15983061,Hif1a,MITF,Our data demonstrate that Hif1a is a new MITF target gene and that MITF mediates the cAMP stimulation of Hif1a in melanocytes and melanoma cells.,TP,potential direct influence on expression
16282329,Foxo1,PDX-1,"Furthermore, adenovirus-mediated Foxo1 overexpression reduced the nuclear expression of PDX-1, whereas repression of Foxo1 by Foxo1-specific small interfering RNA retained the nuclear expression of PDX-1 under oxidative stress conditions.",TP,potential direct influence on expression
16391805,Ets-1,SIP1,Induced expression of Snail and SIP1 resulted in the increased expression of Ets-1 and DNA-binding activities of nuclear proteins to the Ets-1-binding site and strong Ets-1 expression was detected in highly invasive SCC cells.,TP,potential direct influence on expression
16651263,Msx1,Pax9,Here we demonstrate that Pax9 is able to directly regulate Msx1 expression and interact with Msx1 at the protein level to enhance its ability to transactivate Msx1 and Bmp4 expression during tooth development.,TP,potential direct influence on expression
16679312,ERalpha,AP-1,"Treatment of MDA-MB-231 cells with the JNK-specific inhibitor SP600125 or expression of the c-Jun dominant negative inhibitor TAM67 blocked the oligoamine-activated JNK/c-Jun pathway and enhanced oligoamine-inhibited ERalpha expression, suggesting that AP-1 is a positive regulator of ERalpha expression and that oligoamine-activated JNK/AP-1 activity may antagonize the down-regulation of ERalpha induced by oligoamines.",TP,potential direct influence on expression
16980610,GATA-1,Gata2,"Whereas Gata2 is preferentially transcribed early in hematopoiesis, elevated GATA-1 levels result in GATA-1 occupancy at sites upstream of the Gata2 locus and transcriptional repression.",TP,potential direct influence on expression
16980610,Gata2,GATA-1,"Whereas Gata2 is preferentially transcribed early in hematopoiesis, elevated GATA-1 levels result in GATA-1 occupancy at sites upstream of the Gata2 locus and transcriptional repression.",TP,potential direct influence on expression
17213822,ETS1,GFI1,"Luciferase (Luc) assays using artificial reporters showed that GFI1 repressed ETS1-mediated transcriptional activation and ETS1 repressed GFI1-mediated transcriptional activation, in a dose-dependent manner.",TP,potential direct influence on expression
17213822,GFI1,ETS1,"Luciferase (Luc) assays using artificial reporters showed that GFI1 repressed ETS1-mediated transcriptional activation and ETS1 repressed GFI1-mediated transcriptional activation, in a dose-dependent manner.",TP,potential direct influence on expression
17452451,FOXO3a,Mxi1,The induction of Mxi1 by FOXO3a was specific to the Mxi1-SR alpha isoform and was mediated by three highly conserved FOXO binding sites within the first intron of the gene.,TP,potential direct influence on expression
17490644,Sp1,Id-1,"Small interfering RNA directed against Sp1 reduced Id-1 expression and the upregulation of the promoter, indicating that Sp1 is required for Id-1 induction in E47- and Snail-expressing cells.",TP,potential direct influence on expression
17688409,Ets-1,HOXA10,"Mutation of the GATA-1 and the Ets-1 motifs amplified the expression of HOXA10 in HEL and K562 cells, confirming the importance of these cis-acting elements in regulating HOXA10 expression in megakaryocytic cells.",TP,potential direct influence on expression
17693194,EVI1,MDS1-EVI1,A hematologic complete remission was accompanied by a reduction of MDS1-EVI1/ EVI1 expression levels of at least 2 log while persistent leukemia was reflected by an MDS1-EVI1/ EVI1 expression in the range of the primary diagnostic sample.,TP,potential direct influence on expression
17716971,p73,VDR,"In conclusion, our results indicate that VDR is regulated by p63 and p73 and that the induction of VDR expression upon DNA damage is p73-dependent",TP,potential direct influence on expression
17716971,p63,VDR,"In conclusion, our results indicate that VDR is regulated by p63 and p73 and that the induction of VDR expression upon DNA damage is p73-dependent",TP,potential direct influence on expression
17762884,Pitx1,p53,"Furthermore, hPitx1 stimulated the transcription of p53 target genes involved in cell-cycle arrest and apoptosis (p21 and PTGF-beta), again in a p53-dependent manner.",TP,potential direct influence on expression
17877160,Blimp-1,c-myc,Regulation of c-myc expression by Blimp-1 during the differentiation of myeloma cells	OBJECTIVE: To investigate the repression of c-myc induced by Blimp-1 in 2-methoxyestradiol(2ME2)-mediated differentiation of multiple myeloma cells.,TP,potential direct influence on expression
17963696,AhR,PPARalpha,"PPARalpha transcriptionally induces AhR expression in Caco-2, but represses AhR pro-inflammatory effects.",TP,potential direct influence on expression
18174288,KLF6,p53,Small interfering RNA against p53 and KLF6 was used to assess the role of p53 in regulation of KLF6 expression by IGF-I and to evaluate KLF6 involvement in cell cycle control.,TP,potential direct influence on expression
18202312,FoxO1,FoxO3,"In primary atrial culture, targeting FoxO1 and FoxO3 with siRNA specifically reduces mRNA expression of FoxO1 and -O3 and KIR6.1.",TP,potential direct influence on expression
18335505,PAX3/FKHR,MYCN,"In conclusion, we identified a selected set of biologically relevant genes modulated by PAX3-FKHR, and demonstrated that PAX3-FKHR contributes to the expression of MYCN and in turn MYCN collaborates with PAX3-FKHR in tumorigenesis",TP,potential direct influence on expression
18353781,Twist,STAT3,"Inhibiting STAT3 by a small molecule inhibitor, JSI-124, STAT3 small hairpin RNAs, or dominant negative STAT3 resulted in significant reduction of Twist protein and mRNA expression.",TP,potential direct influence on expression
18453541,RUNX2,TWIST,We observed increased TWIST and RUNX2 expressions upon osteogenic induction and downregulation of TWIST through short hairpin RNA reduced the induction level of RUNX2.,TP,potential direct influence on expression
18495103,Twist,Alx1,"Evidence is presented that Twist expression is required for the maintenance of the PMC specification state, and a reciprocal regulation between Alx1 and Twist offers stability for the subsequent processes, such as PMC differentiation and skeletogenesis.",TP,potential direct influence on expression
18556654,p53,DEC1,"Taken together, our study suggests that p53 trans-repressional activity can be mediated by its own target DEC1 and ID1 is an effector of the p53-dependent DNA damage response pathway",TP,potential direct influence on expression
18583365,p73,MYCN,"Herein, using both ectopic expression and RNA interference-mediated silencing of p73 in MYCN amplified NB cells, we show that p73alpha isoforms inhibit MYCN expression at both transcript and protein levels, in spite of transactivator effects on MYCN promoter.",TP,potential direct influence on expression
18708366,ERalpha,WT1,"The expressions of ERalpha and its downstream target genes were significantly repressed following overexpression of WT1, whereas the down-regulation of WT1 by WT1 shRNA could enhance ERalpha expression and the sensitivity to tamoxifen treatment in ERalpha-negative MDA468 and HCC1954 cells that express high levels of WT1.",TP,potential direct influence on expression
18714394,SRF,Smad3,"The pulmonary ASPS myofibroblasts synthesize serum response factor (SRF), a repressor of Smad3-mediated TGFbeta signaling essential for myofibroblast differentiation and Smad3.",TP,potential direct influence on expression
18844239,Egr-1,FoxO1,"Consistently, FoxO1silencing results in Egr-1-increased levels, indicating that FoxO1 behaves as a negative regulator of Egr-1 expression.",TP,potential direct influence on expression
18941526,Oct4,Gata-6,The model is based upon differential equations and makes two plausible assumptions; activation of Gata-6 by Oct4 and repression of Nanog by an Oct4-Gata-6 heterodimer.,TP,potential direct influence on expression
19074951,CEBPA,HNF3G,"In exploring the DNA regions and TRFs involved in combinatorial transcriptional regulation, we noted that individual knockdown of a set of human liver-enriched TRFs such as HNF1A, HNF3A, HNF3B, HNF3G and HNF4A resulted in perturbation of the expression of several single TRF genes, such as HNF1A, HNF3G and CEBPA genes.",TP,potential direct influence on expression
19223471,Pax6,Beta2/NeuoD1,"By binding and transactivation studies, we found that Pax6 indirectly regulates PC2 gene transcription through cMaf and Beta2/NeuroD1 while it activates the 7B2 gene both directly and indirectly through the same transcription factors, cMaf and Beta2/NeuroD1.",TP,potential direct influence on expression
19223471,Pax6,cMaf,"By binding and transactivation studies, we found that Pax6 indirectly regulates PC2 gene transcription through cMaf and Beta2/NeuroD1 while it activates the 7B2 gene both directly and indirectly through the same transcription factors, cMaf and Beta2/NeuroD1.",TP,potential direct influence on expression
19270520,c-MYC,TFAP4,"Recently, we reported a novel mechanism which allows c-MYC to repress p21: c-MYC triggers a transcriptional cascade by directly inducing the gene encoding the bHLH-LZ transcription factor AP4 (TFAP4), which binds to recognition motifs located in the vicinity of the p21 promoter and mediates transcriptional repression of p21.",TP,potential direct influence on expression
19276163,FOXM1,FOXO3a,"We also showed that ectopic expression of an active FOXO3a represses FOXM1 expression, whereas knockdown of FOXO3a expression using small interfering RNA can up-regulate FOXM1 and its downstream targets polo-like kinase, cyclin B1, and CDC25B and rescue sensitive BT474 cells from gefitinib-induced cell proliferative arrest.",TP,potential direct influence on expression
19424592,ETS1,ZEB2,"Integrative genomic analyses of ZEB2: Transcriptional regulation of ZEB2 based on SMADs, ETS1, HIF1alpha, POU/OCT, and NF-kappaB.",TP,potential direct influence on expression
19522008,Gfi-1B,c-myc,"Surprisingly, this Gfi-1/GATA-2-Gfi-1B/GATA-1 switch observed at erythroblast stages is associated to an increase in the Gfi-1B transcription whereas it triggers repression of c-myc transcription.",TP,potential direct influence on expression
19551868,PPARgamma,KLF4,"We also demonstrate that PPARgamma activation leads to increased (p21WAF1/Cip1 and keratin 19) or decreased (cyclin D1) expression of known KLF4 targets, suggesting that KLF4 is a nodal player in a network of PPARgamma-regulated genes.",TP,potential direct influence on expression
19584059,ERalpha,NF-kappaB,"Increasing NF-kappaB expression by tumor necrosis factor-alpha reduced the expression of ERalpha, indicating that the NF-kappaB pathway inhibits expression of ERalpha in human cardiomyocytes.",TP,potential direct influence on expression
19684017,MYC,KLF5,"When TGFbeta was applied, however, whereas MYC expression was significantly inhibited, knockdown of KLF5 increased MYC expression.",TP,potential direct influence on expression
19749794,FoxM1,p53,"After DNA damage, p53 facilitates the repression of FoxM1 mRNA, which is accompanied by a decrease in FoxM1 protein levels.",TP,potential direct influence on expression
19756381,Runx2,Slug,"These data, with the finding that Slug is in vivo recruited by the promoters of Runx2 and Sox-9 genes, suggest that, in hOBs, Slug may act both as positive and negative transcriptional regulator of Runx2 and Sox-9 genes, respectively.",TP,potential direct influence on expression
19800266,RUNX1,FoxP3,"In addition, knockdown of RUNX1 showed that RUNX1 is required for the optimal regulation of FoxP3 expression in human T cells.",TP,potential direct influence on expression
20075077,p53,Foxp3,"Here, we demonstrate that Foxp3 up-regulation requires p53 function, showing that Foxp3 expression is directly regulated by p53 upon DNA damage responses in human breast and colon carcinoma cells.",TP,potential direct influence on expression
20175750,Gli,SHP,"Finally, SHP overexpression decreased the expression of Gli target genes and SHP knockdown increased the expression of these genes.",TP,potential direct influence on expression
20181745,Ets1,alx1,"An analysis of the upstream regulation of alx1 shows that this gene is regulated by MAPK signaling and by the transcription factor Ets1; however, these inputs influence only the maintenance of alx1 expression and not its activation, which occurs by a distinct mechanism.",TP,potential direct influence on expression
20212266,FOXO1,HIF-1alpha,Gene knockdown of HIF-1alpha or FOXO1 by small-interfering RNAs abolishes hypoxia-induced expression of FOXO1 and SUR2A/B/Kir6.1.,TP,potential direct influence on expression
20363750,GATA2,EVI1,"EVI1 is a member of a group of transcription factors with C-terminal binding protein (CtBP)-binding motifs that act as transcriptional co-repressors; however, we recently found that EVI1 directly activates GATA2 transcription, which is an important gene for the maintenance of hematopoietic stem cells.",TP,potential direct influence on expression
20426839,C/EBPdelta,Myc,"These results identify protein interactions that mediate Myc repression of C/EBPdelta, and possibly other tumor suppressor genes, and suggest new therapeutic targets to block Myc transcriptional repression and oncogenic function",TP,potential direct influence on expression
20484083,GATA-3,c-Myb,"In primary T cells, c-Myb allows GATA-3 to autoactivate its own expression, an event that requires the direct interaction of c-Myb and GATA-3 on their respective binding sites in promoter of GATA-3.",TP,potential direct influence on expression
20484083,GATA-3,c-Myb,"Therefore, c-Myb, GATA-3, and Menin form a core transcription complex that regulates GATA-3 expression and, with the recruitment of MLL, Th2 cell maturation in primary human peripheral blood T cells",TP,potential direct influence on expression
20501593,ERalpha,FOXA1,"These data reveal that FOXA1 is necessary for hormonal responsiveness in the developing mammary gland and ERalpha-positive breast cancers, at least in part, through its control of ERalpha expression.",TP,potential direct influence on expression
20528922,p73,Sp1,"Therefore, Sp1 directly regulates TAp73 transcription and affects DeltaNup73 levels in lung cancer.",TP,potential direct influence on expression
20607803,p63,c-jun,Point mutation of the sp1 binding site within the TAp63 promoter region attenuated the effect of c-jun on TAp63 expression.,TP,potential direct influence on expression
12456685,FKHR,STAT3,"Since Akt is known to regulate gene expression through inactivation of the transcription factor FKHR (forkhead in rhabdomyosarcoma), we examined the effect of FKHR on STAT3-mediated transcriptional regulation.",NN,indirect interaction
12456685,FKHR,STAT3,The effect of FKHR required the presence of functional STAT3 and was abrogated by the expression of dominant negative STAT3 mutants.,NN,indirect interaction
12524540,iASPP,p53,"iASPP is an evolutionarily conserved inhibitor of p53; inhibition of iASPP by RNA-mediated interference or antisense RNA in C. elegans or human cells, respectively, induces p53-dependent apoptosis.",NN,indirect interaction
18792017,Spi-B,Id2,"Notably, Spi-B was unable to overcome the Id2 enforced block in pDC development and moreover Spi-B transduced pDC expressed reduced Id2 levels.",NN,indirect interaction
19517575,PAX2,STAT3,"Moreover, analysis using pharmacological inhibitors against MEK1/2, ERK1/2, JAK-II, and phospho-STAT3 demonstrated that AT1R-mediated stimulatory effect of A-II on PAX2 expression was regulated in part by the phosphorylation of ERK1/2, JAK II, and STAT3 pathways.",NN,indirect interaction
10385407,HNF3beta,FKHR,"Southwestern blots, electromobility shift assays, and DNase I protection assays show that Escherichia coli-expressed GST-FKHR binds specifically to IREs from the IGFBP-1, PEPCK and TAT genes; however, unlike HNF3beta, another protein proposed to be the insulin regulated factor, GST-FKHR does not bind the insulin unresponsive G/C-A/C mutation of the IGFBP-1 IRE.",FP,negative statement
11853884,p53,E2F-1,"However, as experiments in p53 deficient cell lines indicated, the decrease of pRb and E2F-1 is independent of p53 and p21 expression.",FP,negative statement
14559994,ATF6beta,ATF6alpha,"No UPR target genes that required ATF6beta were identified, nor, in contrast to XBP-1 and ATF6alpha, did the activity of the UPRE or ERSE promoters require ATF6beta, suggesting a minor role for it during the UPR.",FP,negative statement
14604972,HIF-1alpha,ATF-4,"By applying RNAi, ATF-4 induction in anoxia was shown to be independent of HIF-1alpha, and desferrioxamine mesylate (DFO) and cobalt chloride induced HIF-1alpha but not ATF-4 or GADD153.",FP,negative statement
15928669,TCF4,HOXB13,TCF4 promoter analysis showed that HOXB13 does not regulate TCF4 at the transcriptional level.,FP,negative statement
16037820,E2F1,p53,Cell cycle-dependent nuclear retention of p53 by E2F1 requires phosphorylation of p53 at Ser315.,FP,negative statement
16293641,ERbeta,c-Jun,"The recruitment pattern of c-Jun was also altered by ERbeta, although the expression levels of c-Jun were not.",FP,negative statement
16651533,cAMP-response element-binding protein,Stat3,The Stat3-mediated p100 processing to p52 requires activation of Stat3 by the acetyltransferase activity of cAMP-response element-binding protein (CREB)-binding protein (CBP)/p300.,FP,negative statement
16832676,AML1,RAR,"In primary AML samples, RARbeta2 expression was uniformly low; however, no specific correlation was observed between the methylation of the RARbeta2 gene and expression of the fusion proteins, PML-RARalpha, and AML1-ETO.",FP,negative statement
17518720,Runx2,Dlx5,"Osx induced Dlx5 but did not affect Runx2 and Msx2, whereas stealth ribonucleic acid interference of Osx inhibited Dlx5 without affecting expression of Runx2 and Msx2.",FP,negative statement
18026833,ERalpha,FOXP1,"FOXP1 is not estrogen regulated and silencing FOXP1 expression, using siRNA, did not affect ERalpha, ERbeta or progesterone receptor expression, suggesting ER and FOXP1 co-expression may reflect a common regulatory mechanism",FP,negative statement
18354204,BLIMP1,STAT3,"Lastly, through coexpression of BCL6 and STAT3-ER, we verified that STAT3 activation functionally mimicked IL-21 treatment and that STAT3-mediated BLIMP1 up-regulation occurred despite high BCL6 expression levels indicating that BCL6 is not the dominant repressor of BLIMP1.",FP,negative statement
18550858,C/EBPalpha,GATA-2,"Ectopic GATA-2 expression suppressed the proliferation inhibitory effect of C/EBPalpha but blocked in part the effect on differentiation; GATA-2 siRNA treatment had no effects on C/EBPalpha induction of differentiation but inhibited proliferation of K562 cells, alone or upon C/EBPalpha activation.",FP,negative statement
7585606,WT1,c-myc,"This suggests that WT1 regulates bcl-2 and c-myc during renal development, and the loss of functional WT1 results in deregulation of bcl-2 and c-myc, contributing to tumor formation",TP,binding to regulatory DNA-region/potential direct influence on expression
8393159,p53,c-erbA-alpha,We also show that p53 activates transcription of the c-erbA-alpha gene through a DNA element that consists of the p53 quarter-sites and GC3 elements.,TP,binding to regulatory DNA-region/potential direct influence on expression
8639790,E2A,Pax-5,"We further examined the expression of E2A and Id genes, because E2A and Id are considered to be positive and negative regulators in the expression of Pax-5 gene, respectively.",TP,binding to regulatory DNA-region/potential direct influence on expression
9204971,IRF2,IRF1,"IRF1 functions as an activator for IFN and IFN-inducible genes, whereas IRF2 represses the action of IRF1.",TP,binding to regulatory DNA-region/potential direct influence on expression
9377582,c-jun,RAR,"Investigation of the RAR and retinoic acid X receptor expression level demonstrated that RAR alpha and RAR gamma RNA expression was reduced in the c-jun-transfected MCF7 cells, whereas RAR beta expression was up-regulated.",TP,binding to regulatory DNA-region/potential direct influence on expression
9531608,WT1,Stat3,"Thus, WT1 expression constitutively activated both Stat3alpha and Stat3beta.",TP,binding to regulatory DNA-region/potential direct influence on expression
