pmid,gene1,gene2,sentence,class,details
12526101,Id,BETA2,Inhibition of BETA2/NeuroD by Id2.,TP,potential direct influence on expression
12526101,Id,NeuroD,Inhibition of BETA2/NeuroD by Id2.,TP,potential direct influence on expression
12718878,ATF3,Id1,A self-enabling TGFbeta response coupled to stress signaling: Smad engages stress response factor ATF3 for Id1 repression in epithelial cells.,TP,potential direct influence on expression
12721955,PAX6,PAX2,Four of the detected mutations affected PAX6-mediated transcriptional repression of the PAX2 promoter in a reporter assay.,TP,potential direct influence on expression
12751796,c-jun,ATF2,"In transient transfection experiments, this constitutively active ATF2 mutant stimulated c-jun, tumor necrosis factor alpha, and Fas ligand promoter activities.",TP,potential direct influence on expression
12783888,NF-kappa B,c-myc,"Here we show that the NO donor, sodium nitroprusside (SNP), rapidly represses c-myc gene transcription in a protein synthesis-independent manner in P19 embryonal carcinoma cells by inactivation of NF-kappa B.",TP,potential direct influence on expression
12789260,E2F4,p73,"Namely, in Hos p73 transcription is activated by E2F1-Rb2/p130-p300 complexes, while in HosDXR150 it is kept repressed by E2F4-Rb2/p130-HDAC1 complexes.",TP,potential direct influence on expression
12808109,Bcl-3,p53,p53 represses cyclin D1 transcription through down regulation of Bcl-3 and inducing increased association of the p52 NF-kappaB subunit with histone deacetylase 1.,TP,potential direct influence on expression
12829997,HNF-4,WT1,"In conclusion, we show that WT1 is induced by TGF-beta and down-regulates HNF-4 in liver cells.",TP,potential direct influence on expression
12832487,c-myc,GATA-1,These effects were dependent on GATA-1-mediated repression of the c-myc (Myc) proto-oncogene.,TP,potential direct influence on expression
12832487,Myc,GATA-1,These effects were dependent on GATA-1-mediated repression of the c-myc (Myc) proto-oncogene.,TP,potential direct influence on expression
12878168,PPARdelta,MyoD1,"Activation of PPARdelta by long chain fatty acids impairs the expression of the determination factor MyoD1 and alpha-actin, abolishes the development of multinucleated myotubes, and in parallel induces the expression of PPARgamma gene, a master regulator of adipogenesis.",TP,potential direct influence on expression
12878168,PPARdelta,PPARgamma,"Activation of PPARdelta by long chain fatty acids impairs the expression of the determination factor MyoD1 and alpha-actin, abolishes the development of multinucleated myotubes, and in parallel induces the expression of PPARgamma gene, a master regulator of adipogenesis.",TP,potential direct influence on expression
12879022,C/EBPalpha,c-Jun,"We, therefore, hypothesized that c-Jun expression might be elevated in AML and subsequently inactivate C/EBPalpha.",TP,potential direct influence on expression
12890672,NeuroD1,IA-1,"NeuroD1/E47 regulates the E-box element of a novel zinc finger transcription factor, IA-1, in developing nervous system.",TP,potential direct influence on expression
12894581,NF-kappa B,c-Myc,"IB-MECA treatment also induced down-modulation of the expression of NF-kappa B/p65, known to regulate the transcription of cyclin D1 and c-Myc.",TP,potential direct influence on expression
14580722,SF-1,WT1,WT1 and DAX-1 regulate SF-1-mediated human P450arom gene expression in gonadal cells.,TP,potential direct influence on expression
14614448,EGR1,p73,"For instance, DeltaNp73alpha increased the expression of EGR1 and CDC6, whereas it decreased the mRNA levels of c-MYC, cyclin A2/CCNA2, NF-kappaB1, ODC1, and RET finger protein/RFP.",TP,potential direct influence on expression
14630918,CHOP,ATF2,"Among all these transcription factors, only ATF4 and ATF2 are involved in the amino acid control of CHOP expression.",TP,potential direct influence on expression
14630918,CHOP,ATF4,"Among all these transcription factors, only ATF4 and ATF2 are involved in the amino acid control of CHOP expression.",TP,potential direct influence on expression
14630918,CHOP,ATF2,We show that inhibition of ATF2 or ATF4 expression impairs the transcriptional activation of CHOP by amino acid starvation.,TP,potential direct influence on expression
14630918,CHOP,ATF4,We show that inhibition of ATF2 or ATF4 expression impairs the transcriptional activation of CHOP by amino acid starvation.,TP,potential direct influence on expression
14695898,GATA-1,GATA-2,"Remarkably, at the GATA-2 gene, which is repressed by GATA-1, interaction with FOG-1 was dispensable for GATA-1 occupancy and was required for transcriptional inhibition and histone deacetylation.",TP,potential direct influence on expression
14715908,GATA-2,GATA-1,"We showed previously that GATA-1 replaces GATA-2 at an upstream region of the GATA-2 locus, and that this GATA switch represses GATA-2.",TP,potential direct influence on expression
14732494,NEUROD1,NEUROD2,"In these assays, NEUROD1 was found to transiently transactivate NEUROD2 in trophoblast cells.",TP,potential direct influence on expression
14732494,NEUROD1,NEUROD2,NEUROD1 acts in vitro as an upstream regulator of NEUROD2 in trophoblast cells.,TP,potential direct influence on expression
14764652,ERalpha,c-myc,"Estrogen-induced transcriptional activities of both ERalpha and ERbeta and mRNA expression of estrogen-responsive genes, including pS2, c-myc, and cyclin D1, were suppressed by PP5 but enhanced by PP5 antisense oligonucleotide.",TP,potential direct influence on expression
14764652,ERbeta,c-myc,"Estrogen-induced transcriptional activities of both ERalpha and ERbeta and mRNA expression of estrogen-responsive genes, including pS2, c-myc, and cyclin D1, were suppressed by PP5 but enhanced by PP5 antisense oligonucleotide.",TP,potential direct influence on expression
15044214,Sp3,SMAD3,"Analysis of the human SMAD3 promoter demonstrates that isoprenoid regulation of SMAD3 expression is dependent on Sp1/Sp3 activity, although farnesyl-mediated pathways may be acting through a secondary mechanism as well.",TP,potential direct influence on expression
15047618,pdx-1,HNF6,"The results showed that pdx-1 expression clearly enhanced the expression of the insulin 2, somatostatin, Kir6.2, glucokinase, neurogenin3, p48, Pax6, PC2, and HNF6 genes in the resulting differentiated cells.",TP,potential direct influence on expression
15062550,Hex,Pax8,Functional interaction among thyroid-specific transcription factors: Pax8 regulates the activity of Hex promoter.,TP,potential direct influence on expression
15062550,Hex,Pax8,"Indeed, by using cotransfection experiments in non-thyroidal cells, we show that increasing doses of Pax8 expression vector elicited a dose-dependent increase of the transcriptional activity of Hex promoter.",TP,potential direct influence on expression
15062550,Hex,Pax8,"Therefore, we tested whether Pax8 regulates the transcriptional activity of Hex promoter.",TP,potential direct influence on expression
15292277,SHP,c-Jun,"Taken together, these works suggest that c-Jun works to activate the expression of SHP genes associated with the cascade regulation of monocytic differentiation",TP,potential direct influence on expression
15313206,E2F1,Y box binding protein,"Transcription of dbpA, a Y box binding protein, is positively regulated by E2F1: implications in hepatocarcinogenesis.",TP,potential direct influence on expression
15465926,GATA-4,HNF3beta,"Site-directed mutagenesis and transactivation analyses of the E1 promoter revealed that GATA-4 is probably a principal factor that regulates liver-specific expression of the E1 variant, with HNF3alpha and HNF3beta acting to negatively regulate GATA-4 function in hepatic cells",TP,potential direct influence on expression
15548700,EGR1,p53,"One of the genes up-regulated in the presence of mutant p53 was EGR1, a transcription factor implicated in growth control, apoptosis, and cancer.",TP,potential direct influence on expression
15688019,RUNX1,RUNX3,"siRNA inhibition of RUNX3 in lymphoblastoid cells resulted in increased RUNX1 expression, indicating that continuous expression of physiological levels of RUNX3 is required to maintain repression.",TP,potential direct influence on expression
15688019,RUNX1,RUNX3,"We show that RUNX3 regulates RUNX1 expression, contributing to the mutually exclusive expression of RUNX3 and RUNX1 in human B lymphoid cell lines.",TP,potential direct influence on expression
15728254,LEF-1,PITX2,beta-catenin directly interacts with PITX2 to synergistically regulate LEF-1 expression.,TP,potential direct influence on expression
15772702,HLXB9,E2F3,Downstream analysis of PI3K revealed that E2F3 may mediate activation of HLXB9.,TP,potential direct influence on expression
15983061,Hif1a,MITF,"Further, MITF ""silencing"" abrogates the cAMP effect on Hif1a expression, and overexpression of MITF in human melanoma cells is sufficient to stimulate HIF1A mRNA.",TP,potential direct influence on expression
15983061,Hif1a,MITF,Our data demonstrate that Hif1a is a new MITF target gene and that MITF mediates the cAMP stimulation of Hif1a in melanocytes and melanoma cells.,TP,potential direct influence on expression
16003909,FoxA2,HoxB3,HoxB3 is a putative upstream regulator that enhances FoxA2 expression at the pre-differentiation stage.,TP,potential direct influence on expression
16003909,FoxA2,HoxB3,HoxB3 transfection induced FoxA2 expression transiently at the pre-differentiation stage.,TP,potential direct influence on expression
16003909,FoxA2,HoxB3,"These results suggest that HoxB3 may be a putative positive regulator of FoxA2 expression at the pre-differentiation stage, and those interactions of Fox factors and Hox factors could participate in Clara cell differentiation",TP,potential direct influence on expression
16278805,CDX2,Oct-1,The aim of this study was to access the putative involvement of OCT-1 in the induction of CDX2 expression de novo in gastric mucosa leading to the onset of IM.,TP,potential direct influence on expression
16282329,Foxo1,PDX-1,"Furthermore, adenovirus-mediated Foxo1 overexpression reduced the nuclear expression of PDX-1, whereas repression of Foxo1 by Foxo1-specific small interfering RNA retained the nuclear expression of PDX-1 under oxidative stress conditions.",TP,potential direct influence on expression
16391805,Ets-1,SIP1,Induced expression of Snail and SIP1 resulted in the increased expression of Ets-1 and DNA-binding activities of nuclear proteins to the Ets-1-binding site and strong Ets-1 expression was detected in highly invasive SCC cells.,TP,potential direct influence on expression
16584381,RUNX1,RUNX3,"Knockdown of RUNX3 in these cells induces RUNX1 expression and inhibits cell proliferation, directly showing that RUNX proteins can regulate B-cell growth",TP,potential direct influence on expression
16651263,Msx1,Pax9,Here we demonstrate that Pax9 is able to directly regulate Msx1 expression and interact with Msx1 at the protein level to enhance its ability to transactivate Msx1 and Bmp4 expression during tooth development.,TP,potential direct influence on expression
16652169,CREB,Foxp3,These results suggest an expanded role for Foxp3 in regulating NF-kappaB- and CREB-dependent cellular and viral gene expression.,TP,potential direct influence on expression
16679312,ERalpha,AP-1,"Treatment of MDA-MB-231 cells with the JNK-specific inhibitor SP600125 or expression of the c-Jun dominant negative inhibitor TAM67 blocked the oligoamine-activated JNK/c-Jun pathway and enhanced oligoamine-inhibited ERalpha expression, suggesting that AP-1 is a positive regulator of ERalpha expression and that oligoamine-activated JNK/AP-1 activity may antagonize the down-regulation of ERalpha induced by oligoamines.",TP,potential direct influence on expression
16732314,BCL3,Stat3,Silencing Stat3 expression by small interfering RNA (siRNA) abrogated BCL3 expression by IL-6.,TP,potential direct influence on expression
16809346,ERalpha,FoxM1,"Consistent with this, silencing of FoxM1 expression in MCF-7 cells using small interfering RNA resulted in the almost complete abrogation of ERalpha expression.",TP,potential direct influence on expression
16809346,ERalpha,FoxM1,"Furthermore, treatment of MCF-7 cells with the MEK inhibitor U0126, which blocks ERK1/2-dependent activation of FoxM1, also repressed ERalpha expression.",TP,potential direct influence on expression
16809346,ERalpha,FoxM1,"In this study, we have identified the Forkhead transcription factor FoxM1 as a physiological regulator of estrogen receptor alpha (ERalpha) expression in breast carcinoma cells.",TP,potential direct influence on expression
16819284,c-Fos,NFATc1,"However, retrovirus-mediated overexpression of c-Fos induced the expression of NFATc1 despite the presence of tanshinone IIA and reversed the inhibitory effect of tanshinone IIA on osteoclast differentiation.",TP,potential direct influence on expression
16831953,Fra-2,NFATc1,"Furthermore, the specific inhibition of NFATc1 by siRNA increased Fra-2 expression in osteoblasts.",TP,potential direct influence on expression
16855267,NEUROG3/E47,NEUROD1,The injection of wild-type but not mutant NEUROG3 messenger RNA into xenopus embryos induced NEUROD1 expression.,TP,potential direct influence on expression
16877546,Wt1,Sox9,"The Wilms tumor gene, Wt1, is required for Sox9 expression and maintenance of tubular architecture in the developing testis.",TP,potential direct influence on expression
16887883,Peroxisome proliferator-activated receptor-gamma/NFkB,p53,Peroxisome proliferator-activated receptor-gamma activates p53 gene promoter binding to the nuclear factor-kappaB sequence in human MCF7 breast cancer cells.,TP,potential direct influence on expression
16901655,Runx2,Dlx5,"In vitro and in vivo studies have reported that multiple integrated complex path ways (such as Wnt/LRP5/beta-catenin, BMP/Smads, 1, 25-(OH)2-vitaminD3/VDR/VDRE pathway, etc.) and several regulatory proteins (such as Msx2, Dlx5, Twists, etc.) play critical roles in modulating Runx2 gene expression, activity, and the subsequent bone formation.",TP,potential direct influence on expression
16944602,Smad7,Smad2,The increase of p-Smad2 expression stimulated by TGF-beta2 was inhibited in Smad7 overexpression clone by Western blot assay.,TP,potential direct influence on expression
16980610,GATA-1,Gata2,"Whereas Gata2 is preferentially transcribed early in hematopoiesis, elevated GATA-1 levels result in GATA-1 occupancy at sites upstream of the Gata2 locus and transcriptional repression.",TP,potential direct influence on expression
16980610,Gata2,GATA-1,"Whereas Gata2 is preferentially transcribed early in hematopoiesis, elevated GATA-1 levels result in GATA-1 occupancy at sites upstream of the Gata2 locus and transcriptional repression.",TP,potential direct influence on expression
17132729,Smad4,c-myc,Reduct ion of Smad4 levels by RNAi knockdown also reduced c-myc expression levels and sensitized hepatocytes to cell death by serum deprivation.,TP,potential direct influence on expression
17132729,Smad4,c-myc,Smad4 cooperates with lymphoid enhancer-binding factor 1/T cell-specific factor to increase c-myc expression in the absence of TGF-beta signaling.,TP,potential direct influence on expression
17132729,lymphoid enhancer-binding factor 1,c-myc,Smad4 cooperates with lymphoid enhancer-binding factor 1/T cell-specific factor to increase c-myc expression in the absence of TGF-beta signaling.,TP,potential direct influence on expression
17202838,p53,NKX3.1,We found that NKX3.1 expression is down-regulated by over-expression of wild type (wt) p53 in prostate cancer LNCaP cells.,TP,potential direct influence on expression
17213822,ETS1,GFI1,"Luciferase (Luc) assays using artificial reporters showed that GFI1 repressed ETS1-mediated transcriptional activation and ETS1 repressed GFI1-mediated transcriptional activation, in a dose-dependent manner.",TP,potential direct influence on expression
17213822,GFI1,ETS1,"Luciferase (Luc) assays using artificial reporters showed that GFI1 repressed ETS1-mediated transcriptional activation and ETS1 repressed GFI1-mediated transcriptional activation, in a dose-dependent manner.",TP,potential direct influence on expression
17264218,p53,BLIMP1,BLIMP1 regulates cell growth through repression of p53 transcription.,TP,potential direct influence on expression
17272506,Gata3,Gfi1b,"Gfi1b represses expression of Gata3, a transcription factor whose appropriate regulation is required for survival of lymphomas and T-lymphocyte progenitors.",TP,potential direct influence on expression
17276738,CHOP,ATF4,"Furthermore, knockdown of ATF4 by RNA interference reduced CHOP and ASNS transcription in 2SD and NARP3-1 cells.",TP,potential direct influence on expression
17276738,ATF4,CHOP,"These results suggest that the presence of mtDNA mutations elicits upregulation of CHOP and ASNS genes through the elevation of ATF4 expression and its binding to the AARE and NSRE-1, respectively",TP,potential direct influence on expression
17303761,C/EBPbeta,PPARdelta,"Intriguingly, activation or knock down of endogenous PPARdelta regulated C/EBPbeta protein expression.",TP,potential direct influence on expression
17389747,ERalpha,NFATc1,"In the present study, we demonstrated that NFATc1 was involved in the transcriptional regulation of human estrogen receptor alpha (ERalpha) gene in SaOS-2 osteoblastic like cells.",TP,potential direct influence on expression
17452451,FOXO3a,Mxi1,Induction of Mxi1-SR alpha by FOXO3a contributes to repression of Myc-dependent gene expression.,TP,potential direct influence on expression
17452451,FOXO3a,Mxi1,The induction of Mxi1 by FOXO3a was specific to the Mxi1-SR alpha isoform and was mediated by three highly conserved FOXO binding sites within the first intron of the gene.,TP,potential direct influence on expression
17462534,PPARgamma,c-myc,PPARgamma ligands inhibited c-myc expression.,TP,potential direct influence on expression
17466981,Lef-1,c-Myc,"In epidermal keratinocytes, c-Myc was reported to be repressed by Lef-1 and PG.",TP,potential direct influence on expression
17468179,SRF,ANF,"This finding was similar to that observed in embryos with cardiac-specific ablation of serum response factor (SRF), a direct transcriptional regulator of ANF expression.",TP,potential direct influence on expression
17490644,Sp1,Id-1,"Small interfering RNA directed against Sp1 reduced Id-1 expression and the upregulation of the promoter, indicating that Sp1 is required for Id-1 induction in E47- and Snail-expressing cells.",TP,potential direct influence on expression
17560011,AhR,AML1,"Additionally, AML1-ETO protein also increased AhR expression, a ligand-activated transcription factor that mediates PAHs-induced CYP1A1 gene expression.",TP,potential direct influence on expression
17637753,E2F2,AP-1,"AP-1 blockade also led to reduced expression of E2F1 and E2F2, but not E2F4, at the mRNA and protein levels.",TP,potential direct influence on expression
17669268,CREB1,SREBP-1c,Clenbuterol inhibits SREBP-1c expression by activating CREB1.,TP,potential direct influence on expression
17688409,Ets-1,HOXA10,"Mutation of the GATA-1 and the Ets-1 motifs amplified the expression of HOXA10 in HEL and K562 cells, confirming the importance of these cis-acting elements in regulating HOXA10 expression in megakaryocytic cells.",TP,potential direct influence on expression
17693194,EVI1,MDS1-EVI1,A hematologic complete remission was accompanied by a reduction of MDS1-EVI1/ EVI1 expression levels of at least 2 log while persistent leukemia was reflected by an MDS1-EVI1/ EVI1 expression in the range of the primary diagnostic sample.,TP,potential direct influence on expression
17705132,T-BET,Sp1,"Collectively, our results suggest that Sp1 is a positive transcriptional regulator of T-BET.",TP,potential direct influence on expression
17716971,p73,VDR,"In conclusion, our results indicate that VDR is regulated by p63 and p73 and that the induction of VDR expression upon DNA damage is p73-dependent",TP,potential direct influence on expression
17716971,p63,VDR,"In conclusion, our results indicate that VDR is regulated by p63 and p73 and that the induction of VDR expression upon DNA damage is p73-dependent",TP,potential direct influence on expression
17762884,Pitx1,p53,Depletion of endogenous hPitx1 by small interfering RNA (siRNA) in MCF-7 cells resulted in decreased basal expression of p53 and consequently of p21 and placental transforming growth factor beta (PTGF-beta).,TP,potential direct influence on expression
17762884,Pitx1,p53,"Furthermore, hPitx1 stimulated the transcription of p53 target genes involved in cell-cycle arrest and apoptosis (p21 and PTGF-beta), again in a p53-dependent manner.",TP,potential direct influence on expression
17762884,Pitx1,p53,"Here, we report that the human pituitary homeobox 1 (hPitx1) transcription factor increases the expression of p53 at the mRNA and protein levels in human mammary carcinoma (MCF-7) cells.",TP,potential direct influence on expression
17877160,Blimp-1,c-myc,"In contrast, c-myc expression was decreased with Blimp-1 expression down-regulated by ASODN and the cell lines differentiation was arrested.",TP,potential direct influence on expression
17877160,Blimp-1,c-myc,Regulation of c-myc expression by Blimp-1 during the differentiation of myeloma cells	OBJECTIVE: To investigate the repression of c-myc induced by Blimp-1 in 2-methoxyestradiol(2ME2)-mediated differentiation of multiple myeloma cells.,TP,potential direct influence on expression
17913746,Ets1,c-myc,Both SPBP and TopBP1 enhanced the transcriptional activity of Ets1 on the c-myc P1P2- and matrix metalloproteinase-3 (MMP3) promoters.,TP,potential direct influence on expression
17937658,cAMP-response-element-binding protein,Sp1,Sp1 up-regulates cAMP-response-element-binding protein expression during retinoic acid-induced mucous differentiation of normal human bronchial epithelial cells.,TP,potential direct influence on expression
17963696,AhR,PPARalpha,"PPARalpha transcriptionally induces AhR expression in Caco-2, but represses AhR pro-inflammatory effects.",TP,potential direct influence on expression
17980157,E2F1,LEF-1,LEF-1 activates the transcription of E2F1.,TP,potential direct influence on expression
17993506,FOXO1A,FOXC1,FOXC1 is required for cell viability and resistance to oxidative stress in the eye through the transcriptional regulation of FOXO1A.,TP,potential direct influence on expression
17993506,FOXC1,FOXO1A,"Furthermore, FOXO1A expression is reduced in cultured human trabecular meshwork (TM) cells and in the zebrafish developing eye when FOXC1 expression is knocked down by siRNAs and morpholino antisense oliognucleotides, respectively.",TP,potential direct influence on expression
18059336,SRC-3,myc,Ets-2 regulation of myc was found to be reliant on the p160 proteins SRC-1 and SRC-3.,TP,potential direct influence on expression
18079734,NR4A1,MEF2C,"MEF2C consistently inhibits expression of NR4A1/NUR77, which regulates apoptosis via BCL2 transformation.",TP,potential direct influence on expression
18079734,NUR77,MEF2C,"MEF2C consistently inhibits expression of NR4A1/NUR77, which regulates apoptosis via BCL2 transformation.",TP,potential direct influence on expression
18085637,myc,Id2,"CONCLUSIONS: Taken together, the current data suggest that Id2 commonly is overexpressed in highly proliferative T-cell lymphomas, and its expression may result from transcriptional activation of myc in these tumors.",TP,potential direct influence on expression
18174288,KLF6,p53,Small interfering RNA against p53 and KLF6 was used to assess the role of p53 in regulation of KLF6 expression by IGF-I and to evaluate KLF6 involvement in cell cycle control.,TP,potential direct influence on expression
18195733,GATA-1,Sp3,Involvement of Sp1/Sp3 in the activation of the GATA-1 erythroid promoter in K562 cells.,TP,potential direct influence on expression
18202312,FoxO1,FoxO3,"In primary atrial culture, targeting FoxO1 and FoxO3 with siRNA specifically reduces mRNA expression of FoxO1 and -O3 and KIR6.1.",TP,potential direct influence on expression
18212735,ETS-1,WT1,"On a molecular level, WT1 silencing diminished expression of the ETS-1 transcription factor.",TP,potential direct influence on expression
18231833,Tbx1,Brn4,"Furthermore, expression of Brn4 is reduced in Tbx1 null mutants, suggesting a possible genetic interaction between these genes.",TP,potential direct influence on expression
18335505,PAX3/FKHR,MYCN,"In conclusion, we identified a selected set of biologically relevant genes modulated by PAX3-FKHR, and demonstrated that PAX3-FKHR contributes to the expression of MYCN and in turn MYCN collaborates with PAX3-FKHR in tumorigenesis",TP,potential direct influence on expression
18353781,Twist,STAT3,Activation of STAT3 by interleukin-6 or expression of activated Src induced Twist expression at protein and mRNA levels.,TP,potential direct influence on expression
18353781,Twist,STAT3,"Inhibiting STAT3 by a small molecule inhibitor, JSI-124, STAT3 small hairpin RNAs, or dominant negative STAT3 resulted in significant reduction of Twist protein and mRNA expression.",TP,potential direct influence on expression
18353781,Twist,STAT3,Ten normal and 46 tumor specimens of breast tissues were examined for activation of STAT3 and expression of Twist.,TP,potential direct influence on expression
18393632,NANOG,SMAD 2,"Our data reveal that SMAD 2/3 signaling directly supports NANOG expression, while SMAD 1/5/8 activation moderately represses SOX2.",TP,potential direct influence on expression
18436795,Id,Smad1,"Taken together, these findings indicate an important interaction between ERK1/2 and Smad1/5 in the regulation of Id genes.",TP,potential direct influence on expression
18436795,Id,Smad1,We provide evidence for an important interaction between Smad1/5 and ERK1/2 signaling in the regulation of Id gene expression.,TP,potential direct influence on expression
18453541,RUNX2,TWIST,We observed increased TWIST and RUNX2 expressions upon osteogenic induction and downregulation of TWIST through short hairpin RNA reduced the induction level of RUNX2.,TP,potential direct influence on expression
18459945,SHP,HNF-6,"In this study, we have investigated the function of SHP as a putative repressor of HNF-6.",TP,potential direct influence on expression
18459945,SHP,HNF-6,Our results suggest that HNF-6 is a novel target of SHP in the regulation of gluconeogenesis,TP,potential direct influence on expression
18495103,Twist,Alx1,"Evidence is presented that Twist expression is required for the maintenance of the PMC specification state, and a reciprocal regulation between Alx1 and Twist offers stability for the subsequent processes, such as PMC differentiation and skeletogenesis.",TP,potential direct influence on expression
18496767,ZBP-89,SOX18,"In this paper, for the first time, we have demonstrated that Sp3, ZBP-89 and NF-Y are involved in transcriptional regulation of the human SOX18 gene expression.",TP,potential direct influence on expression
18556654,DEC1,ID1,"Interestingly, we found that DEC1, which was recently identified as a p53 target and mediates p53-dependent cell cycle arrest and senescence, is capable of inhibiting ID1 expression.",TP,potential direct influence on expression
18556654,p53,DEC1,"Taken together, our study suggests that p53 trans-repressional activity can be mediated by its own target DEC1 and ID1 is an effector of the p53-dependent DNA damage response pathway",TP,potential direct influence on expression
18583365,p73,MYCN,"Herein, using both ectopic expression and RNA interference-mediated silencing of p73 in MYCN amplified NB cells, we show that p73alpha isoforms inhibit MYCN expression at both transcript and protein levels, in spite of transactivator effects on MYCN promoter.",TP,potential direct influence on expression
18583365,p73,MYCN,p73alpha isoforms drive opposite transcriptional and post-transcriptional regulation of MYCN expression in neuroblastoma cells.,TP,potential direct influence on expression
18640248,Sp1,Tbx2,Functional characterization of cis-acting elements involved in basal transcription of the human Tbx2 gene: a new insight into the role of Sp1 in transcriptional regulation.,TP,potential direct influence on expression
18641343,CREB,ATF-2,"Additionally, ATF-2 controls expression of CREB and c-Jun during T cell activation",TP,potential direct influence on expression
18687701,E1AF,E2F1,DNA damage by etoposide causes E2F1-dependent induction of E1AF expression at transcriptional level.,TP,potential direct influence on expression
18687701,E1AF,E2F1,"Here, we provided evidence the cell cycle and apoptosis regulator E2F1 induces E1AF expression at the transcriptional level.",TP,potential direct influence on expression
18701504,p53,Id2,"To confirm this, Northern blot analysis was performed and showed that the expression level of Id2 was regulated by various mutant p53s in multiple cell lines.",TP,potential direct influence on expression
18708366,ERalpha,WT1,"The expressions of ERalpha and its downstream target genes were significantly repressed following overexpression of WT1, whereas the down-regulation of WT1 by WT1 shRNA could enhance ERalpha expression and the sensitivity to tamoxifen treatment in ERalpha-negative MDA468 and HCC1954 cells that express high levels of WT1.",TP,potential direct influence on expression
18714394,SRF,Smad3,"The pulmonary ASPS myofibroblasts synthesize serum response factor (SRF), a repressor of Smad3-mediated TGFbeta signaling essential for myofibroblast differentiation and Smad3.",TP,potential direct influence on expression
18722373,c-Myc,c-Myb,Silencing c-Myc and E2F1 reduced PIK3CA/Akt and mTOR and completely abolished c-Myb and COX-2 expression in human HCC cell lines.,TP,potential direct influence on expression
18792017,Spi-B,E2-2,This might indicate that Spi-B contributes to pDC development by promoting E2-2 activity.,TP,potential direct influence on expression
18844239,Egr-1,FoxO1,"Consistently, FoxO1silencing results in Egr-1-increased levels, indicating that FoxO1 behaves as a negative regulator of Egr-1 expression.",TP,potential direct influence on expression
18941526,Oct4,Gata-6,The model is based upon differential equations and makes two plausible assumptions; activation of Gata-6 by Oct4 and repression of Nanog by an Oct4-Gata-6 heterodimer.,TP,potential direct influence on expression
18941526,Oct4/Gata-6,Nanog,The model is based upon differential equations and makes two plausible assumptions; activation of Gata-6 by Oct4 and repression of Nanog by an Oct4-Gata-6 heterodimer.,TP,potential direct influence on expression
18984668,DAX1,PBX1,"Both genes are activated by SF-1 in a dose-dependent manner in NCI-H295R cells, and, surprisingly, PBX1 is synergistically activated by SF-1 and DAX1.",TP,potential direct influence on expression
19028555,AhR,NFATc1,An AhR-activation by 10nM TCDD and HIF-1alpha activation by 5% oxygen induced activation of NFATc1.,TP,potential direct influence on expression
19050011,WT1/BASP1,c-myc,"In contrast, the repressive WT1/BASP1 occupancy of the c-myc and Bak promoters is maintained and these genes are downregulated during the differentiation process.",TP,potential direct influence on expression
19061500,MAZ,PPARgamma,Myc-associated zinc finger protein (MAZ) was identified as a transcriptional mediator of PPARgamma1 expression in these cells.,TP,potential direct influence on expression
19074951,CEBPA,HNF3G,"In exploring the DNA regions and TRFs involved in combinatorial transcriptional regulation, we noted that individual knockdown of a set of human liver-enriched TRFs such as HNF1A, HNF3A, HNF3B, HNF3G and HNF4A resulted in perturbation of the expression of several single TRF genes, such as HNF1A, HNF3G and CEBPA genes.",TP,potential direct influence on expression
19079342,p53,Id-1,Id-1 negatively regulated both p53 and PTEN at the transcriptional level.,TP,potential direct influence on expression
19101139,KLF6,c-myc,Functional studies confirmed that wtKLF6 suppressed proliferation of gastric cancer cells via transcriptional regulation of the cyclin-dependent kinase inhibitor p21 and the oncogene c-myc.,TP,potential direct influence on expression
19223471,Pax6,Beta2/NeuoD1,"By binding and transactivation studies, we found that Pax6 indirectly regulates PC2 gene transcription through cMaf and Beta2/NeuroD1 while it activates the 7B2 gene both directly and indirectly through the same transcription factors, cMaf and Beta2/NeuroD1.",TP,potential direct influence on expression
19223471,Pax6,cMaf,"By binding and transactivation studies, we found that Pax6 indirectly regulates PC2 gene transcription through cMaf and Beta2/NeuroD1 while it activates the 7B2 gene both directly and indirectly through the same transcription factors, cMaf and Beta2/NeuroD1.",TP,potential direct influence on expression
19234109,SOX4,p53,"Here, we show that SOX4, a new DNA damage sensor, is required for the activation of p53 tumor suppressor in response to DNA damage.",TP,potential direct influence on expression
19244250,FOXO3,FOXO1,"Altogether, our results suggest that the expression of FOXO1 and FOXO4 genes is stimulated by FOXO3 and possibly by other FOXO factors in a positive feedback loop, which is disrupted by growth factors.",TP,potential direct influence on expression
19270520,c-MYC,TFAP4,"Recently, we reported a novel mechanism which allows c-MYC to repress p21: c-MYC triggers a transcriptional cascade by directly inducing the gene encoding the bHLH-LZ transcription factor AP4 (TFAP4), which binds to recognition motifs located in the vicinity of the p21 promoter and mediates transcriptional repression of p21.",TP,potential direct influence on expression
19276163,FOXO3a,FOXM1,Gefitinib (Iressa) represses FOXM1 expression via FOXO3a in breast cancer.,TP,potential direct influence on expression
19276163,FOXO3a,FOXM1,These results suggest that gefitinib represses FOXM1 expression via FOXO3a in breast cancer.,TP,potential direct influence on expression
